Specification of terrain components							
TC-ID	fraction	slope[%]	position[-]	beta_fac	sdr_tc	f_diff2conc	f_conc2diff
492	0.04	21.98	4	1	1	0.233008033	0.857756439
493	0.16	4.72	3	1	1	0.10651263	0.916924064
494	0.62	21.65	2	1	1	0.073113671	0.921549094
495	0.05	5.64	1	1	1	0.320418677	0.771988072
496	0.11	8.99	5	1	1	0.138326381	0.884004633
497	0.32	15.81	4	1	1	0.085630947	0.914640446
498	0.24	3.63	3	1	1	0.085932536	0.92650369
499	0.28	12.29	2	1	1	0.07958648	0.929778093
500	0.05	1.69	1	1	1	0.249559615	0.843720418
501	0.09	2.71	5	1	1	0.146646242	0.870623552
502	0.1	7.03	4	1	1	0.125235229	0.591735591
503	0.04	7.83	3	1	1	0.19375747	0.880513224
504	0.1	1.64	2	1	1	0.116275682	0.907947439
505	0.67	5.79	1	1	1	0.07160474	0.921970758
506	0.05	6.04	5	1	1	0.19446712	0.873617076
507	0.28	16.7	4	1	1	0.097986603	0.896103052
508	0.22	22.53	3	1	1	0.091753245	0.919753993
509	0.18	16.43	2	1	1	0.097408368	0.922047945
510	0.27	8.6	1	1	1	0.082944961	0.933097973
511	0.43	1.47	5	1	1	0.130463211	0.885323958
512	0.24	11.35	4	1	1	0.136606208	0.872481515
513	0.18	18.8	3	1	1	0.135863049	0.894900166
514	0.1	27.33	2	1	1	0.196058644	0.872884744
515	0.05	35.53	1	1	1	0.350111795	0.780211808
516	0.739583333	6.84	5	1	1	0.124338946	0.877863075
517	0.125	36.13	4	1	1	0.194463373	0.864790466
519	0.104166667	35.07	2	1	1	0.21219093	0.877373702
520	0.03125	75.64	1	1	1	0.476779343	0.684990488
521	0.71	12.99	5	1	1	0.131683807	0.867838874
522	0.04	32.49	4	1	1	0.474990819	0.655210666
523	0.06	12	3	1	1	0.380058009	0.767331369
524	0.04	36.7	2	1	1	0.478685667	0.729480652
525	0.15	18.68	1	1	1	0.195450423	0.86854324
526	0.47	13.93	5	1	1	0.15032003	0.869303996
527	0.1	1.18	4	1	1	0.303619703	0.856081399
528	0.26	11.32	3	1	1	0.155451284	0.896445389
529	0.08	30.91	2	1	1	0.381164319	0.753673243
530	0.09	15.72	1	1	1	0.359740955	0.780692816
531	0.35	2.06	5	1	1	0.227307214	0.861107532
532	0.18	16.92	4	1	1	0.311649736	0.682336302
533	0.1	40.02	3	1	1	0.38461296	0.761963487
534	0.16	15.77	2	1	1	0.287789515	0.781410947
535	0.21	30.1	1	1	1	0.234642637	0.863972208
536	0.05	2.67	5	1	1	0.226346909	0.828278107
537	0.12	17.2	4	1	1	0.126180388	0.876078859
538	0.36	7.22	3	1	1	0.08756415	0.939265246
539	0.04	15.48	2	1	1	0.215007058	0.883383143
540	0.43	6.95	1	1	1	0.070209953	0.943444191
541	0.27	9.45	5	1	1	0.113364423	0.888189822
542	0.06	42.03	4	1	1	0.163587777	0.889911474
543	0.34	9.24	3	1	1	0.070913372	0.942624658
544	0.04	49.1	2	1	1	0.25657782	0.884160826
545	0.29	21.86	1	1	1	0.077030006	0.924455759
546	0.43	6.29	5	1	1	0.144373643	0.866939424
547	0.08	20.81	4	1	1	0.235230064	0.82835598
548	0.38	7.79	3	1	1	0.111620359	0.91036564
549	0.08	34.24	2	1	1	0.270274273	0.870462261
550	0.03	40.97	1	1	1	0.486779663	0.742228662
551	0.57	4.49	5	1	1	0.105270603	0.876237997
552	0.1	11.59	4	1	1	0.210713156	0.866155291
553	0.12	13.62	3	1	1	0.151431573	0.902085461
554	0.2	18.01	2	1	1	0.109109278	0.920048008
555	0.01	27.64	1	1	1	0.69147609	0.453503769
556	0.030612245	17.18	5	1	1	0.24080161	0.853643238
558	0.285714286	0.5	3	1	1	0.101165653	0.891264509
559	0.612244898	5.62	2	1	1	0.076844447	0.91825299
560	0.071428571	11.48	1	1	1	0.193348132	0.895499248
