discharge
YYYY	MM	DD	HH	Cabecera_weir	Capella	Carrasquero	Ceguera	Lascuarre_tube	Villacarli_Bridge
YYYY	MM	DD	HH	Cabecera_weir	Capella	Carrasquero	Ceguera	Lascuarre_tube	Villacarli_Bridge
YYYY	MM	DD	HH	Cabecera_weir	Capella	Carrasquero	Ceguera	Lascuarre_tube	Villacarli_Bridge
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
2015	05	13	00	0.39	0.865	0.207	0.011	-9999	0.001
2015	05	14	00	0.39	0.812	0.212	0.013	-9999	0.001
2015	05	15	00	0.275	0.783	0.163	0.014	-9999	0
2015	05	16	00	0.274	0.715	0.166	0.015	-9999	0
2015	05	17	00	0.295	0.702	0.121	0.016	-9999	0
2015	05	18	00	0.252	0.632	0.137	0.018	-9999	0
2015	05	19	00	0.36	0.72	0.596	0.019	-9999	0.181
2015	05	20	00	0.361	1.478	0.336	0.02	-9999	0.054
2015	05	21	00	0.191	0.842	0.216	0.021	-9999	0.007
2015	05	22	00	0.18	0.694	0.163	0.023	-9999	0.004
2015	05	23	00	0.198	0.639	0.164	0.024	-9999	0.001
2015	05	24	00	0.208	0.626	0.165	0.025	-9999	0.001
2015	05	25	00	0.18	0.626	0.157	0.026	-9999	0.001
2015	05	26	00	0.178	0.604	0.164	0.028	-9999	0
2015	05	27	00	0.181	0.556	0.149	0.029	-9999	0
2015	05	28	00	0.18	0.542	0.15	0.03	-9999	0
2015	05	29	00	0.197	0.512	0.149	0.031	-9999	0
2015	05	30	00	0.334	0.586	0.159	0.033	-9999	0.004
2015	05	31	00	0.187	0.636	0.179	0.034	-9999	0
2015	06	01	00	0.159	0.556	0.17	0.035	-9999	0
2015	06	02	00	0.173	0.54	0.135	0.036	-9999	0
2015	06	03	00	0.138	0.516	0.087	0.038	-9999	0
2015	06	04	00	0.137	0.55	0.08	0.039	-9999	0
2015	06	05	00	0.099	0.491	0.084	0.04	-9999	0
2015	06	06	00	0.095	0.491	0.075	0.041	-9999	0
2015	06	07	00	0.162	0.581	0.231	0.043	-9999	0.003
2015	06	08	00	0.115	0.941	0.189	0.044	-9999	0.01
2015	06	09	00	0.22	0.678	0.199	0.045	-9999	0.018
2015	06	10	00	1.212	1.537	0.329	0.046	-9999	0.014
2015	06	11	00	2.6	3.177	1	0.048	-9999	0.088
2015	06	12	00	6.585	7.955	1.043	0.049	-9999	0.563
2015	06	13	00	2.863	4.059	0.689	0.051	-9999	1.093
2015	06	14	00	7.275	10.563	2.947	0.001	-9999	-9999
2015	06	15	00	3.907	5.672	1.529	0	-9999	0.917
2015	06	16	00	2.844	5.046	1.586	0	-9999	0.698
2015	06	17	00	1.935	3.392	1.058	0	-9999	0.36
2015	06	18	00	1.331	2.536	0.695	0	-9999	-9999
2015	06	19	00	0.989	2.091	0.527	0.025	-9999	-9999
2015	06	20	00	0.772	1.939	0.421	0.075	-9999	-9999
2015	06	21	00	0.556	1.939	0.35	0.125	-9999	-9999
2015	06	22	00	0.504	1.939	0.276	0.176	-9999	-9999
2015	06	23	00	1.004	2.931	0.361	0.24	-9999	0.085
2015	06	24	00	0.668	2.253	0.28	0	-9999	-9999
2015	06	25	00	0.7	1.939	0.173	0	-9999	-9999
2015	06	26	00	0.513	1.939	0.166	0	-9999	-9999
2015	06	27	00	0.414	1.939	0.128	0	-9999	-9999
2015	06	28	00	0.297	1.801	0.12	0	-9999	-9999
2015	06	29	00	0.285	1.792	0.108	0	-9999	-9999
2015	06	30	00	0.293	1.792	0.118	0	-9999	-9999
2015	07	01	00	0.269	1.792	0.085	0	-9999	-9999
2015	07	02	00	0.213	1.792	0.083	0	-9999	-9999
2015	07	03	00	0.167	1.792	0.084	0	-9999	-9999
2015	07	04	00	0.187	1.764	0.073	0	-9999	-9999
2015	07	05	00	0.191	1.653	0.087	0	-9999	-9999
2015	07	06	00	0.152	1.653	0.07	0	-9999	-9999
2015	07	07	00	0.117	1.653	0.048	0	-9999	-9999
2015	07	08	00	0.085	1.653	0.053	0	-9999	-9999
2015	07	09	00	0.096	1.653	0.053	0	-9999	-9999
2015	07	10	00	0.094	1.653	0.054	0	-9999	-9999
2015	07	11	00	0.096	1.653	0.051	0	-9999	-9999
2015	07	12	00	0.116	1.653	0.05	0	-9999	-9999
2015	07	13	00	0.101	1.653	0.054	0.002	-9999	-9999
2015	07	14	00	0.067	1.653	0.058	0.005	-9999	-9999
2015	07	15	00	0.041	1.653	0.054	0.007	-9999	-9999
2015	07	16	00	0.023	1.653	0.042	0.01	-9999	-9999
2015	07	17	00	0.049	1.653	0.05	0.013	-9999	-9999
2015	07	18	00	0.039	1.653	0.066	0.015	-9999	-9999
2015	07	19	00	0.016	1.653	0.045	0.018	-9999	-9999
2015	07	20	00	0.007	1.653	0.024	0.021	-9999	-9999
2015	07	21	00	3.217	1.653	0.022	0.023	-9999	-9999
2015	07	22	00	3.678	5.856	0.032	0.026	-9999	-9999
2015	07	23	00	0.84	2.188	0.025	0.029	-9999	-9999
2015	07	24	00	0.63	2.092	0.027	0.031	-9999	-9999
2015	07	25	00	0.399	2.092	0.028	0.034	-9999	-9999
2015	07	26	00	0.272	2.092	0.027	0.037	-9999	-9999
2015	07	27	00	0.203	2.092	0.031	0.039	-9999	-9999
2015	07	28	00	0.163	2.092	0.008	0.042	-9999	-9999
2015	07	29	00	0.156	-9999	0.01	0.045	-9999	-9999
2015	07	30	00	0.233	-9999	0.056	0.048	-9999	-9999
2015	07	31	00	6.66	9.713	3.018	0.042	-9999	-9999
2015	08	01	00	6.735	9.249	0.578	0	-9999	-9999
2015	08	02	00	2.014	4.367	0.201	0	-9999	-9999
2015	08	03	00	1.179	4.322	0.157	0	-9999	-9999
2015	08	04	00	1.051	4.322	0.379	0	-9999	-9999
2015	08	05	00	0.745	4.322	0.174	0	-9999	-9999
2015	08	06	00	0.575	4.322	0.165	0	-9999	-9999
2015	08	07	00	0.456	4.322	0.151	0	-9999	-9999
2015	08	08	00	2.415	5.045	-9999	0	-9999	-9999
2015	08	09	00	3.265	4.997	-9999	0	-9999	-9999
2015	08	10	00	1.598	4.578	-9999	0	-9999	-9999
2015	08	11	00	0.989	4.578	-9999	0	-9999	-9999
2015	08	12	00	0.786	4.578	-9999	0.001	-9999	-9999
2015	08	13	00	0.665	4.578	-9999	0.001	0.028	-9999
2015	08	14	00	0.545	4.578	-9999	0.002	0.022	-9999
2015	08	15	00	0.509	4.578	-9999	0.003	0.026	-9999
2015	08	16	00	0.461	4.341	-9999	0.003	0.029	-9999
2015	08	17	00	0.388	4.322	-9999	0.004	0.027	-9999
2015	08	18	00	2.01	4.777	-9999	0.005	0.09	-9999
2015	08	19	00	0.938	4.578	-9999	0.006	0.035	-9999
2015	08	20	00	0.582	4.578	-9999	0.006	0.035	-9999
2015	08	21	00	0.46	4.578	-9999	0.007	0.037	-9999
2015	08	22	00	0.457	6.174	-9999	0.011	0.52	-9999
2015	08	23	00	0.503	5.118	-9999	0.002	0.165	-9999
2015	08	24	00	0.395	5.118	-9999	0.001	0.049	-9999
2015	08	25	00	0.306	5.118	-9999	0.001	0.047	-9999
2015	08	26	00	0.275	5.044	-9999	0	0.047	-9999
2015	08	27	00	0.293	5.044	-9999	0.004	0.047	-9999
2015	08	28	00	0.289	4.843	-9999	0.022	0.047	-9999
2015	08	29	00	0.246	4.843	-9999	0.04	-9999	-9999
2015	08	30	00	0.249	4.843	-9999	0.058	0.047	-9999
2015	08	31	00	0.293	4.843	-9999	0.076	0.189	-9999
2015	09	01	00	0.333	4.843	-9999	0.007	0.097	-9999
2015	09	02	00	0.266	4.843	-9999	0	-9999	-9999
2015	09	03	00	0.692	4.843	-9999	0.001	-9999	-9999
2015	09	04	00	1.486	5.609	-9999	0.044	0.208	-9999
2015	09	05	00	1.495	5.118	-9999	0	-9999	-9999
2015	09	06	00	0.976	5.118	-9999	0	-9999	-9999
2015	09	07	00	0.724	5.118	-9999	0	-9999	-9999
2015	09	08	00	0.553	4.872	-9999	0	-9999	-9999
2015	09	09	00	0.501	4.843	-9999	0	-9999	-9999
2015	09	10	00	0.515	4.852	-9999	0	-9999	-9999
2015	09	11	00	0.509	4.843	-9999	0	-9999	-9999
2015	09	12	00	1.862	4.843	-9999	0	-9999	-9999
2015	09	13	00	8.063	6.569	-9999	0	0.07	-9999
2015	09	14	00	2.936	5.402	-9999	0	-9999	-9999
2015	09	15	00	1.697	5.402	-9999	0	-9999	-9999
2015	09	16	00	1.672	5.402	-9999	0	-9999	-9999
2015	09	17	00	6.263	5.616	-9999	0	-9999	-9999
2015	09	18	00	4.543	5.427	-9999	0	-9999	-9999
2015	09	19	00	2.564	5.402	-9999	0	-9999	-9999
2015	09	20	00	1.714	5.402	-9999	0	-9999	-9999
2015	09	21	00	1.272	5.402	-9999	0	-9999	-9999
2015	09	22	00	0.99	5.402	-9999	0	0.055	-9999
2015	09	23	00	0.815	5.402	-9999	0	-9999	-9999
2015	09	24	00	0.674	5.402	-9999	0	-9999	-9999
2015	09	25	00	0.544	5.402	-9999	0	-9999	-9999
2015	09	26	00	0.513	5.165	-9999	0	-9999	-9999
2015	09	27	00	0.516	5.118	-9999	0	-9999	-9999
2015	09	28	00	0.422	5.118	-9999	0	-9999	-9999
2015	09	29	00	0.396	5.118	-9999	0	-9999	-9999
2015	09	30	00	0.693	5.118	-9999	0	-9999	-9999
2015	10	01	00	0.491	5.118	-9999	0	-9999	-9999
2015	10	02	00	0.714	5.118	-9999	0	-9999	-9999
2015	10	03	00	0.749	5.118	-9999	0	-9999	-9999
2015	10	04	00	0.636	5.118	-9999	0	-9999	-9999
2015	10	05	00	0.889	5.118	-9999	0.001	0.061	-9999
2015	10	06	00	1.287	5.118	-9999	0.001	-9999	-9999
2015	10	07	00	1.039	5.118	-9999	0.002	-9999	-9999
2015	10	08	00	0.882	4.86	-9999	0.002	0.052	-9999
2015	10	09	00	0.709	4.843	-9999	0.003	0.055	-9999
2015	10	10	00	0.662	4.843	-9999	0.004	0.054	-9999
2015	10	11	00	0.607	4.843	-9999	0.004	0.054	-9999
2015	10	12	00	0.658	4.843	-9999	0.005	0.055	-9999
2015	10	13	00	0.83	4.843	-9999	0.005	0.119	-9999
2015	10	14	00	1.23	4.843	-9999	0.006	0.065	-9999
2015	10	15	00	0.997	4.843	-9999	0.007	0.05	-9999
2015	10	16	00	0.835	4.843	-9999	0.007	0.05	-9999
2015	10	17	00	0.681	4.843	-9999	0.008	0.05	-9999
2015	10	18	00	0.654	4.843	-9999	0.008	0.058	-9999
2015	10	19	00	0.644	4.843	-9999	0.009	0.054	-9999
2015	10	20	00	0.549	4.843	-9999	0.009	0.053	-9999
2015	10	21	00	0.508	4.843	-9999	0.01	0.053	-9999
2015	10	22	00	0.402	4.843	-9999	0.011	0.051	-9999
2015	10	23	00	0.389	4.843	-9999	0.011	0.054	-9999
2015	10	24	00	0.4	4.843	-9999	0.012	0.054	-9999
2015	10	25	00	0.346	4.843	-9999	0.012	0.053	-9999
2015	10	26	00	0.387	4.843	-9999	0.013	0.054	-9999
2015	10	27	00	0.512	4.843	-9999	0.013	0.108	-9999
2015	10	28	00	1.623	4.843	-9999	0.014	0.142	-9999
2015	10	29	00	1.3	4.843	-9999	0.015	0.054	-9999
2015	10	30	00	1.024	4.843	-9999	0.015	0.053	-9999
2015	10	31	00	0.876	4.843	-9999	0.016	0.054	-9999
2015	11	01	00	0.775	4.843	-9999	0.016	0.053	-9999
2015	11	02	00	-9999	26.717	-9999	0.403	0.322	-9999
2015	11	03	00	-9999	33.449	-9999	0.033	-9999	-9999
2015	11	04	00	11.565	11.265	-9999	0	-9999	-9999
2015	11	05	00	7.11	9.636	-9999	0	-9999	-9999
2015	11	06	00	5.023	7.92	0.244	0	-9999	-9999
2015	11	07	00	3.852	3.581	0.2	0	0.019	-9999
2015	11	08	00	3.162	2.922	0.174	0	0.017	-9999
2015	11	09	00	2.707	2.452	0.151	0	0.016	-9999
2015	11	10	00	2.372	2.168	0.116	0	0.016	-9999
2015	11	11	00	2.148	1.932	0.109	0	-9999	-9999
2015	11	12	00	1.919	1.704	0.077	0	0.016	-9999
2015	11	13	00	1.715	1.558	0.078	0	-9999	-9999
2015	11	14	00	1.545	1.438	0.076	0	-9999	-9999
2015	11	15	00	1.433	1.376	0.061	0	-9999	-9999
2015	11	16	00	1.256	1.276	0.048	0	-9999	-9999
2015	11	17	00	1.106	1.172	0.038	0	-9999	-9999
2015	11	18	00	0.964	1.153	0.045	0	-9999	-9999
2015	11	19	00	0.815	1.06	0.049	0	-9999	-9999
2015	11	20	00	0.794	1.061	0.047	0	-9999	-9999
2015	11	21	00	0.663	0.981	0.036	0	-9999	-9999
2015	11	22	00	0.654	0.959	0.027	0	-9999	-9999
2015	11	23	00	0.528	0.939	0.019	0	-9999	-9999
2015	11	24	00	0.514	0.874	0.037	0	-9999	-9999
2015	11	25	00	0.518	0.846	0.043	0	-9999	-9999
2015	11	26	00	0.823	0.978	0.049	0	-9999	-9999
2015	11	27	00	0.652	1.025	0.038	0	-9999	-9999
2015	11	28	00	0.559	0.96	0.023	0	-9999	-9999
2015	11	29	00	0.498	0.875	0.024	0	-9999	-9999
2015	11	30	00	0.437	0.87	0.033	0	-9999	-9999
2015	12	01	00	0.367	0.811	0.028	0	-9999	-9999
2015	12	02	00	0.398	0.784	0.022	0	-9999	-9999
2015	12	03	00	0.383	0.783	0.026	0	-9999	-9999
2015	12	04	00	0.36	0.781	0.023	0	-9999	-9999
2015	12	05	00	0.42	0.783	0.022	0	0.014	-9999
2015	12	06	00	0.38	0.783	0.022	0	0.014	-9999
2015	12	07	00	0.383	0.783	0.022	0	0.014	-9999
2015	12	08	00	0.398	0.783	0.023	0	0.015	-9999
2015	12	09	00	0.393	0.706	0.024	0	0.014	-9999
2015	12	10	00	0.299	0.702	0.02	0	-9999	-9999
2015	12	11	00	0.278	0.702	0.019	0	-9999	-9999
2015	12	12	00	0.281	0.69	0.025	0	-9999	-9999
2015	12	13	00	0.315	0.684	0.015	0	-9999	-9999
2015	12	14	00	0.288	0.672	0.019	0	-9999	-9999
2015	12	15	00	0.26	0.662	0.024	0	-9999	-9999
2015	12	16	00	0.234	0.626	0.016	0	-9999	-9999
2015	12	17	00	0.246	0.626	0.009	0	-9999	-9999
2015	12	18	00	0.272	0.626	0.004	0	-9999	-9999
2015	12	19	00	0.299	0.626	0.005	0	-9999	-9999
2015	12	20	00	0.315	0.626	0.01	0	-9999	-9999
2015	12	21	00	0.204	0.626	0.004	0	-9999	-9999
2015	12	22	00	0.197	0.626	0.007	0	0.014	-9999
2015	12	23	00	0.211	0.626	0.011	0	0.014	-9999
2015	12	24	00	0.195	0.604	0.005	0	0.015	-9999
2015	12	25	00	0.178	0.576	0.007	0	0.014	-9999
2015	12	26	00	0.162	0.556	0.012	0	0.014	-9999
2015	12	27	00	0.146	0.556	0.011	0	-9999	-9999
2015	12	28	00	0.142	0.556	0.005	0	-9999	-9999
2015	12	29	00	0.158	0.556	0.01	0	-9999	-9999
2015	12	30	00	0.175	0.556	0.005	0	-9999	-9999
2015	12	31	00	0.191	0.556	0.008	0	0.015	-9999
2016	01	01	00	0.207	0.556	0.007	0	0.014	-9999
2016	01	02	00	0.217	0.596	0.015	0	0.015	-9999
2016	01	03	00	0.159	0.599	0.011	0	0.014	-9999
2016	01	04	00	0.181	0.648	0.031	0	0.018	-9999
2016	01	05	00	0.197	0.748	0.03	0	0.018	-9999
2016	01	06	00	0.179	0.66	0.024	0	0.014	-9999
2016	01	07	00	0.208	0.626	0.015	0	0.015	-9999
2016	01	08	00	0.349	0.626	0.021	0	0.014	-9999
2016	01	09	00	0.514	0.634	0.025	0	0.014	-9999
2016	01	10	00	2.758	1.127	0.126	0	0.014	-9999
2016	01	11	00	-9999	21.196	0.826	0	0.017	-9999
2016	01	12	00	10.252	9.98	0.385	0	0.014	-9999
2016	01	13	00	4.809	5.433	0.216	0	0.014	-9999
2016	01	14	00	3.781	3.776	0.168	0	0.013	-9999
2016	01	15	00	2.968	2.95	0.14	0	0.012	-9999
2016	01	16	00	2.253	2.351	0.101	0	0.012	-9999
2016	01	17	00	1.762	1.88	0.095	0	0.012	-9999
2016	01	18	00	1.87	1.887	0.075	0	0.012	-9999
2016	01	19	00	1.594	1.629	0.076	0	0.012	-9999
2016	01	20	00	1.676	1.517	0.057	0	0.012	-9999
2016	01	21	00	1.516	1.389	0.044	0	0.012	-9999
2016	01	22	00	1.474	1.282	0.043	0	0.012	-9999
2016	01	23	00	1.436	1.262	0.048	0	0.012	-9999
2016	01	24	00	1.484	1.204	0.053	0	0.013	-9999
2016	01	25	00	1.466	1.222	0.045	0	0.014	-9999
2016	01	26	00	1.609	1.331	0.038	0	0.014	-9999
2016	01	27	00	1.602	1.327	0.031	0	0.015	-9999
2016	01	28	00	1.444	1.278	0.026	0	0.014	-9999
2016	01	29	00	1.267	1.217	0.021	0	0.013	-9999
2016	01	30	00	1.106	1.135	0.016	0	0.014	-9999
2016	01	31	00	1.108	1.061	0.023	0	0.015	-9999
2016	02	01	00	0.965	1.05	0.021	0	0.014	-9999
2016	02	02	00	0.942	0.962	0.021	0	0.014	-9999
2016	02	03	00	0.933	0.962	0.023	0	0.014	-9999
2016	02	04	00	0.78	0.942	0.02	0	0.012	-9999
2016	02	05	00	0.689	0.87	0.028	0	0.013	-9999
2016	02	06	00	0.625	0.87	0.021	0	0.014	-9999
2016	02	07	00	0.743	1.371	0.172	0	0.02	-9999
2016	02	08	00	0.633	1.154	0.073	0	0.014	-9999
2016	02	09	00	0.791	1.061	0.089	0	0.014	-9999
2016	02	10	00	2.112	2.185	0.153	0	0.015	-9999
2016	02	11	00	1.879	2.584	0.196	0	0.014	-9999
2016	02	12	00	2.618	3.528	0.668	0	0.023	-9999
2016	02	13	00	4.854	7.015	1.079	0	0.024	-9999
2016	02	14	00	12.465	13.147	1.508	0	0.024	-9999
2016	02	15	00	5.922	8.377	0.701	0	0.013	-9999
2016	02	16	00	3.504	5.591	0.446	0	0.011	-9999
2016	02	17	00	2.527	4.224	0.334	0	0.01	-9999
2016	02	18	00	2.038	3.554	0.286	0	0.011	-9999
2016	02	19	00	1.675	2.99	0.25	0	0.01	-9999
2016	02	20	00	1.472	2.582	0.221	0	0.01	-9999
2016	02	21	00	1.296	2.326	0.196	0	0.011	-9999
2016	02	22	00	1.421	2.332	0.201	0	0.011	-9999
2016	02	23	00	1.554	2.342	0.167	0	0.009	-9999
2016	02	24	00	1.668	2.139	0.148	0	0.009	-9999
2016	02	25	00	1.561	2.092	-9999	0	0.011	-9999
2016	02	26	00	1.431	1.979	-9999	0	0.01	-9999
2016	02	27	00	1.919	7.264	-9999	0.001	-9999	-9999
2016	02	28	00	1.738	4.92	-9999	0	0.038	-9999
2016	02	29	00	1.643	3.557	-9999	0	0.025	-9999
2016	03	01	00	1.676	3.224	-9999	0	0.019	-9999
2016	03	02	00	2.148	3.249	-9999	0	0.018	-9999
2016	03	03	00	2.756	4.032	0.775	0	0.017	-9999
2016	03	04	00	2.355	3.669	0.781	0	0.016	-9999
2016	03	05	00	3.207	4.339	0.795	0	0.015	-9999
2016	03	06	00	2.59	3.89	0.692	0	0.014	-9999
2016	03	07	00	2.174	3.421	0.644	0	0.012	-9999
2016	03	08	00	1.853	3.027	0.584	0	0.012	-9999
2016	03	09	00	1.645	2.785	0.529	0	0.012	-9999
2016	03	10	00	1.513	2.578	0.532	0	0.012	-9999
2016	03	11	00	1.339	2.308	0.468	0.001	0.012	-9999
2016	03	12	00	1.285	2.09	0.466	0.001	0.011	-9999
2016	03	13	00	1.191	1.987	0.446	0.001	0.012	-9999
2016	03	14	00	1.251	2.099	0.512	0.001	0.015	-9999
2016	03	15	00	1.418	2.764	0.636	0.002	0.016	-9999
2016	03	16	00	1.467	2.609	0.617	0.002	-9999	-9999
2016	03	17	00	1.498	2.689	0.582	0.002	-9999	-9999
2016	03	18	00	1.454	2.508	0.605	0.002	-9999	-9999
2016	03	19	00	1.692	2.574	0.794	0.003	-9999	-9999
2016	03	20	00	6.589	10.549	2.484	0.009	-9999	-9999
2016	03	21	00	6.199	9.588	1.655	0	-9999	-9999
2016	03	22	00	4.516	7.664	1.253	0	-9999	-9999
2016	03	23	00	3.787	6.589	1.045	0	-9999	-9999
2016	03	24	00	3.149	5.508	0.91	0	-9999	-9999
2016	03	25	00	2.768	4.749	0.808	0	-9999	-9999
2016	03	26	00	2.692	4.336	0.742	0	-9999	-9999
2016	03	27	00	3.621	4.69	0.688	0	-9999	-9999
2016	03	28	00	3.814	5.239	0.622	0	-9999	-9999
2016	03	29	00	3.161	4.507	0.604	0	-9999	-9999
2016	03	30	00	3.175	4.284	0.532	0	-9999	-9999
2016	03	31	00	3.283	4.28	0.531	0	-9999	-9999
2016	04	01	00	2.713	3.851	0.467	0	-9999	-9999
2016	04	02	00	2.233	3.364	0.457	0	-9999	-9999
2016	04	03	00	-9999	2.994	0.47	0	0.082	-9999
2016	04	04	00	-9999	8.297	1.858	0.206	-9999	-9999
2016	04	05	00	-9999	20.922	3.954	0.451	1.303	-9999
2016	04	06	00	-9999	15.22	2.008	0.012	0.546	-9999
2016	04	07	00	-9999	10.984	1.261	0	0.335	-9999
2016	04	08	00	-9999	8.922	1.002	0	0.247	-9999
2016	04	09	00	-9999	7.363	0.894	0	0.203	-9999
2016	04	10	00	-9999	6.348	0.865	0	0.194	-9999
2016	04	11	00	-9999	9.201	1.001	0	0.186	-9999
2016	04	12	00	-9999	8.878	0.875	0	0.167	-9999
2016	04	13	00	-9999	9.51	1.048	0	0.178	-9999
2016	04	14	00	-9999	8.648	0.995	0	0.167	-9999
2016	04	15	00	-9999	7.468	0.888	0	0.157	-9999
2016	04	16	00	-9999	7.924	0.996	0	0.171	-9999
2016	04	17	00	-9999	11.788	1.338	0	0.161	-9999
2016	04	18	00	-9999	9.393	1.145	0	0.144	-9999
2016	04	19	00	-9999	8.023	0.977	0	0.137	-9999
2016	04	20	00	-9999	7.187	0.862	0	0.143	-9999
2016	04	21	00	-9999	7.075	0.847	0.014	0.166	-9999
2016	04	22	00	-9999	7.081	0.78	0.041	0.164	-9999
2016	04	23	00	-9999	7.447	0.793	0.068	0.14	-9999
2016	04	24	00	-9999	7.027	0.731	0.096	0.144	-9999
2016	04	25	00	-9999	6.211	0.672	0.123	0.141	-9999
2016	04	26	00	-9999	5.803	0.62	0.15	0.142	-9999
2016	04	27	00	-9999	5.477	0.629	0.178	0.143	-9999
2016	04	28	00	-9999	7.306	0.95	0.107	0.209	-9999
2016	04	29	00	-9999	7.141	0.934	0.014	0.175	-9999
2016	04	30	00	-9999	6.242	0.832	0	0.144	-9999
2016	05	01	00	-9999	5.476	0.733	0	0.114	-9999
2016	05	02	00	-9999	4.794	0.67	0	0.103	-9999
2016	05	03	00	-9999	4.326	0.612	0	0.103	-9999
2016	05	04	00	-9999	4.37	0.592	0	0.104	-9999
2016	05	05	00	-9999	4.61	0.538	0	0.088	-9999
2016	05	06	00	-9999	4.499	0.521	0	0.086	-9999
2016	05	07	00	-9999	3.874	0.54	0	0.085	-9999
2016	05	08	00	-9999	3.317	0.471	0	0.085	-9999
2016	05	09	00	-9999	11.749	1.589	0.016	0.347	-9999
2016	05	10	00	-9999	34.657	3.837	0.192	0.324	-9999
2016	05	11	00	-9999	23.374	3.031	0.261	0.461	-9999
2016	05	12	00	-9999	18.88	2.495	0.085	0.227	-9999
2016	05	13	00	-9999	14.895	1.754	0.033	0.169	-9999
2016	05	14	00	-9999	11.621	1.424	0.004	0.136	-9999
2016	05	15	00	-9999	9.791	1.219	0	0.122	-9999
2016	05	16	00	-9999	8.666	1.118	0	0.106	-9999
2016	05	17	00	-9999	7.848	1.038	0	0.098	-9999
2016	05	18	00	-9999	7.084	0.951	0	0.084	-9999
2016	05	19	00	-9999	6.492	0.855	0	0.088	-9999
2016	05	20	00	-9999	5.671	0.771	0	0.08	-9999
2016	05	21	00	-9999	5.328	0.692	0	0.067	-9999
2016	05	22	00	-9999	5.505	0.717	0	0.089	-9999
2016	05	23	00	-9999	5.053	0.637	0	0.077	-9999
2016	05	24	00	-9999	4.127	0.577	0	0.07	-9999
2016	05	25	00	-9999	3.794	0.535	0	0.082	-9999
2016	05	26	00	-9999	3.576	0.511	0	0.055	-9999
2016	05	27	00	-9999	3.278	0.463	0	0.037	-9999
2016	05	28	00	-9999	3.076	0.458	0	0.038	-9999
2016	05	29	00	-9999	3.063	0.459	0	0.044	-9999
2016	05	30	00	-9999	2.75	0.414	0	0.046	-9999
2016	05	31	00	-9999	2.564	0.42	0	0.046	-9999
2016	06	01	00	-9999	2.227	0.367	0	0.056	-9999
2016	06	02	00	-9999	2.142	0.322	0	0.051	-9999
2016	06	03	00	-9999	2.054	0.331	0	0.088	-9999
2016	06	04	00	-9999	5.15	0.55	0	0.274	-9999
2016	06	05	00	-9999	3.629	0.403	0	0.099	-9999
2016	06	06	00	-9999	2.649	0.384	0	0.058	-9999
2016	06	07	00	-9999	4.363	0.355	0	0.045	0.622
2016	06	08	00	-9999	3.046	0.276	0	0.038	0.486
2016	06	09	00	-9999	2.5	0.276	0	0.033	0.402
2016	06	10	00	-9999	2.224	0.288	0	0.03	0.393
2016	06	11	00	-9999	2.514	0.268	0	0.042	0.456
2016	06	12	00	-9999	2.349	0.237	0	0.025	0.382
2016	06	13	00	-9999	2.044	0.209	0	0.021	0.323
2016	06	14	00	-9999	1.881	0.222	0	0.016	0.291
2016	06	15	00	-9999	1.699	0.222	0	0.016	0.273
2016	06	16	00	-9999	1.621	0.223	0	0.017	0.25
2016	06	17	00	-9999	1.492	0.22	0	0.016	0.221
2016	06	18	00	-9999	1.524	0.236	0	0.024	0.229
2016	06	19	00	-9999	1.436	0.216	0	0.018	0.176
2016	06	20	00	-9999	1.268	0.188	0	0.011	0.155
2016	06	21	00	-9999	1.161	0.162	0	0.01	0.133
2016	06	22	00	-9999	1.144	0.176	0	0.009	0.115
2016	06	23	00	-9999	1.061	-9999	0	0.006	0.095
2016	06	24	00	-9999	1.061	-9999	0	0.006	0.083
2016	06	25	00	-9999	1.052	-9999	0	0.008	0.077
2016	06	26	00	-9999	0.962	-9999	0	0.006	0.069
2016	06	27	00	-9999	0.962	-9999	0	0.005	0.063
2016	06	28	00	-9999	0.962	-9999	0	0.003	0.05
2016	06	29	00	-9999	0.962	-9999	0	0.003	0.045
2016	06	30	00	-9999	0.962	-9999	0	0.003	0.043
2016	07	01	00	-9999	0.881	-9999	0	0.003	0.037
2016	07	02	00	-9999	0.87	-9999	0	0.003	0.05
2016	07	03	00	-9999	0.87	-9999	0	0.002	0.023
2016	07	04	00	-9999	0.87	-9999	0	0.002	0.018
2016	07	05	00	-9999	2.555	-9999	0	0.001	2.065
2016	07	06	00	-9999	1.383	-9999	0	0.001	0.108
2016	07	07	00	-9999	1.02	-9999	0	0.001	0.085
2016	07	08	00	-9999	0.87	-9999	0	0.004	0.202
2016	07	09	00	-9999	0.87	-9999	0	0.002	0.085
2016	07	10	00	-9999	0.788	-9999	0	0.001	0.071
2016	07	11	00	-9999	0.783	-9999	0	0.001	0.052
2016	07	12	00	-9999	0.783	-9999	0	0.004	0.051
2016	07	13	00	-9999	0.732	-9999	-9999	-9999	-9999
2016	07	14	00	-9999	0.702	-9999	-9999	-9999	-9999
2016	07	15	00	-9999	0.702	-9999	-9999	-9999	-9999
2016	07	16	00	-9999	0.702	-9999	-9999	-9999	-9999
2016	07	17	00	-9999	0.702	-9999	-9999	-9999	-9999
2016	07	18	00	-9999	0.702	-9999	-9999	-9999	-9999
2016	07	19	00	-9999	0.702	-9999	-9999	-9999	-9999
2016	07	20	00	-9999	0.663	-9999	-9999	-9999	-9999
