discharge
YYYY	MM	DD	HH	Cabecera_weir	Capella	Carrasquero	Ceguera	Lascuarre_tube	Villacarli_Bridge
YYYY	MM	DD	HH	Cabecera_weir	Capella	Carrasquero	Ceguera	Lascuarre_tube	Villacarli_Bridge
YYYY	MM	DD	HH	Cabecera_weir	Capella	Carrasquero	Ceguera	Lascuarre_tube	Villacarli_Bridge
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
2014	03	08	00	-9999	6.523	1.188	0.309	0.005	0.417
2014	03	09	00	-9999	6.162	1.011	0.249	0.003	0.388
2014	03	10	00	-9999	5.792	0.893	0.19	-9999	0.383
2014	03	11	00	-9999	5.517	-9999	-9999	-9999	0.369
2014	03	12	00	-9999	5.049	-9999	-9999	-9999	0.324
2014	03	13	00	-9999	4.813	-9999	-9999	-9999	0.279
2014	03	14	00	-9999	4.551	-9999	-9999	-9999	0.222
2014	03	15	00	-9999	4.423	-9999	-9999	-9999	0.187
2014	03	16	00	-9999	4.429	-9999	-9999	-9999	0.184
2014	03	17	00	-9999	5.553	-9999	-9999	-9999	0.208
2014	03	18	00	-9999	5.899	-9999	-9999	-9999	0.208
2014	03	19	00	-9999	6.061	-9999	-9999	-9999	0.201
2014	03	20	00	-9999	5.838	-9999	-9999	-9999	0.19
2014	03	21	00	5.291	6.049	0.37	0.343	0.007	0.174
2014	03	22	00	5.298	5.61	0.399	0.213	0.007	0.21
2014	03	23	00	4.763	5.553	0.345	0.163	0.005	0.16
2014	03	24	00	3.48	4.399	0.301	0.141	0.006	0.115
2014	03	25	00	2.906	3.788	0.272	0.147	0.006	0.096
2014	03	26	00	2.531	3.414	0.255	0.123	0.005	0.082
2014	03	27	00	2.205	3.068	0.211	0.098	0.005	0.07
2014	03	28	00	1.918	2.826	0.224	0.077	0.005	0.061
2014	03	29	00	1.845	2.571	0.205	0.068	0.005	0.054
2014	03	30	00	1.801	2.667	0.412	0.131	0.018	0.133
2014	03	31	00	4.501	9.09	1.661	1.207	0.101	0.854
2014	04	01	00	4.479	7.411	1.007	0.567	0.035	0.378
2014	04	02	00	4.265	6.218	0.81	0.475	0.032	0.351
2014	04	03	00	-9999	60.678	3.396	2.864	-9999	3.017
2014	04	04	00	-9999	41.19	2.664	1.323	-9999	1.115
2014	04	05	00	12.452	22.146	1.524	0.619	0.436	0.59
2014	04	06	00	9.475	17.263	1.159	0.427	0.336	0.405
2014	04	07	00	8.877	14.782	0.969	0.346	0.288	0.344
2014	04	08	00	8.586	13.513	0.858	0.327	0.246	0.352
2014	04	09	00	7.77	12.315	0.751	0.271	0.24	0.352
2014	04	10	00	7.005	11.068	0.68	0.217	0.218	0.304
2014	04	11	00	6.815	10.332	0.606	0.182	0.212	0.287
2014	04	12	00	6.333	9.932	0.534	0.157	0.195	0.279
2014	04	13	00	5.659	8.936	0.484	0.123	0.178	0.257
2014	04	14	00	5.599	8.6	0.454	0.107	0.175	0.234
2014	04	15	00	5.204	7.844	0.392	0.107	0.167	0.213
2014	04	16	00	5.203	7.725	0.355	0.079	0.152	0.208
2014	04	17	00	4.882	7.234	0.328	0.065	0.155	0.182
2014	04	18	00	4.258	6.476	0.273	0.064	0.147	0.146
2014	04	19	00	4.002	5.9	0.272	0.064	0.134	0.108
2014	04	20	00	4.569	7.073	0.38	0.099	0.186	0.258
2014	04	21	00	3.677	6.973	0.481	0.49	0.263	0.432
2014	04	22	00	3.337	9.11	0.599	0.529	0.286	0.385
2014	04	23	00	3.045	6.134	0.444	0.181	0.175	0.214
2014	04	24	00	4.931	6.535	0.65	0.373	0.256	0.759
2014	04	25	00	9.55	15.869	0.861	0.412	0.256	0.879
2014	04	26	00	6.295	10.961	0.69	0.115	0.195	0.449
2014	04	27	00	4.68	9.009	0.569	0.091	0.186	0.406
2014	04	28	00	3.913	7.469	0.472	0.048	0.157	0.356
2014	04	29	00	3.307	6.384	0.452	0.04	0.154	0.269
2014	04	30	00	3.253	5.828	0.389	0.024	0.138	0.203
2014	05	01	00	3.153	5.404	0.33	0.015	0.136	0.141
2014	05	02	00	3.062	5.045	0.319	0.013	0.129	0.103
2014	05	03	00	2.636	4.58	0.274	0.006	0.118	0.064
2014	05	04	00	2.578	4.245	0.247	0.006	0.119	0.045
2014	05	05	00	2.499	4.001	0.217	0.003	0.104	0.035
2014	05	06	00	2.602	4.032	0.196	0.001	0.102	0.031
2014	05	07	00	2.804	3.846	0.162	0.001	0.103	0.028
2014	05	08	00	2.869	4.117	0.169	0	0.089	0.029
2014	05	09	00	2.453	3.662	0.125	0	0.088	0.027
2014	05	10	00	2.277	3.399	0.127	0	0.083	0.025
2014	05	11	00	2.219	3.268	0.124	0	0.074	0.023
2014	05	12	00	1.842	2.962	0.133	0	0.074	0.015
2014	05	13	00	1.644	2.705	0.105	0	0.075	0.011
2014	05	14	00	1.474	2.383	0.082	0	0.074	0.005
2014	05	15	00	1.278	2.247	0.087	0	0.07	0.003
2014	05	16	00	1.21	2.123	0.09	0	0.062	0.002
2014	05	17	00	1.108	2.07	0.093	0	0.062	0.002
2014	05	18	00	1.062	1.939	0.078	0	0.062	0.001
2014	05	19	00	0.931	1.939	0.093	0	0.066	0.001
2014	05	20	00	1.035	1.939	0.088	0	0.068	0.001
2014	05	21	00	1.141	2.094	0.151	0	0.085	0.011
2014	05	22	00	1.147	2.328	0.095	0	0.073	0.001
2014	05	23	00	0.896	1.939	0.106	0	0.065	0.005
2014	05	24	00	0.804	1.939	0.114	0	0.061	0.025
2014	05	25	00	1.489	2.589	0.159	0.001	0.087	0.016
2014	05	26	00	7.175	8.352	0.48	0.003	0.12	0.742
2014	05	27	00	4.748	7.341	0.213	0	0.068	0.077
2014	05	28	00	3.176	4.501	0.346	0.001	0.11	0.347
2014	05	29	00	4.063	7.946	0.748	0.064	0.094	0.604
2014	05	30	00	3.857	6.652	0.593	0.021	0.077	0.382
2014	05	31	00	3.458	5.981	0.512	0.003	0.057	0.212
2014	06	01	00	2.876	4.704	0.418	0	0.04	0.156
2014	06	02	00	2.643	4.025	0.334	0	0.029	0.072
2014	06	03	00	2.394	3.547	0.276	0	0.025	0.022
2014	06	04	00	2.086	3.163	0.224	0	0.024	0.011
2014	06	05	00	1.87	2.927	0.221	0	0.028	0.008
2014	06	06	00	1.669	2.608	0.171	0	0.022	0.005
2014	06	07	00	1.847	2.549	0.14	0	0.019	0.002
2014	06	08	00	1.515	2.272	0.133	0	0.013	0
2014	06	09	00	1.355	2.121	0.105	0	0.015	0
2014	06	10	00	1.118	2.092	0.07	0	0.013	0
2014	06	11	00	0.947	1.969	0.07	0	0.013	0
2014	06	12	00	0.938	2.253	0.151	0	0.042	0
2014	06	13	00	0.944	2.071	0.186	0	0.018	0
2014	06	14	00	0.862	2.056	0.095	0	0.011	0
2014	06	15	00	0.725	1.939	0.055	0	0.008	0
2014	06	16	00	0.644	1.83	0.058	0	0.01	0
2014	06	17	00	0.657	1.723	0.056	0	0.012	0
2014	06	18	00	0.613	1.653	0.115	0	0.012	0.014
2014	06	19	00	0.629	1.916	0.082	0	0.01	0
2014	06	20	00	0.515	1.905	0.056	0	0.01	0
2014	06	21	00	0.508	1.75	0.025	0	0.01	0
2014	06	22	00	0.514	1.653	0.025	0	0.01	0.001
2014	06	23	00	0.517	1.546	0.051	0	0.01	0.002
2014	06	24	00	1.101	3.885	0.98	0	0.293	0.968
2014	06	25	00	1.526	6.365	0.81	0.047	0.247	0.19
2014	06	26	00	1.383	3.037	0.404	0	0.096	0.397
2014	06	27	00	2.181	4.107	0.286	0	0.085	0.242
2014	06	28	00	1.408	3.083	0.196	0	0.056	0.064
2014	06	29	00	1.018	2.951	0.169	0	0.052	0.031
2014	06	30	00	0.829	2.785	0.13	0	0.041	0.014
2014	07	01	00	0.754	2.785	0.109	0	0.043	0.007
2014	07	02	00	0.76	2.785	0.123	0	0.048	0.53
2014	07	03	00	2.421	4.831	0.14	0	0.064	0.122
2014	07	04	00	1.629	3.391	0.093	0	0.051	0.003
2014	07	05	00	1.186	3.205	0.057	0	0.041	0
2014	07	06	00	0.943	3.181	0.058	0	0.036	0
2014	07	07	00	2.517	3.853	0.407	0	0.133	0.11
2014	07	08	00	3.277	5.162	0.316	0	0.063	0.031
2014	07	09	00	2.157	3.652	0.21	0	0.045	0.002
2014	07	10	00	1.589	3.391	0.168	0	0.037	0
2014	07	11	00	1.27	3.391	0.128	0	0.032	0
2014	07	12	00	1.051	3.391	0.091	0	0.029	0
2014	07	13	00	0.951	3.185	0.091	0	0.031	0
2014	07	14	00	0.815	3.181	0.057	0	0.031	0
2014	07	15	00	0.764	3.181	0.05	0	0.022	0
2014	07	16	00	0.643	3.181	0.041	0	0.018	0
2014	07	17	00	0.654	3.12	0.025	0.001	0.015	0
2014	07	18	00	0.608	2.979	0.031	0.007	0.014	0
2014	07	19	00	0.664	2.979	0.05	0.013	0.021	0
2014	07	20	00	0.513	2.979	0.032	0.019	0.027	0
2014	07	21	00	0.514	2.979	0.023	0.025	0.025	0
2014	07	22	00	0.453	2.868	0.012	-9999	0.009	0
2014	07	23	00	0.277	2.785	0.013	-9999	0.004	0
2014	07	24	00	0.276	2.785	0.012	-9999	0.002	0
2014	07	25	00	0.907	2.785	0.012	-9999	0.003	0
2014	07	26	00	0.658	2.785	0.007	-9999	0.004	0
2014	07	27	00	0.437	2.785	0.003	-9999	0.002	0
2014	07	28	00	0.379	2.785	0.002	-9999	0.006	0
2014	07	29	00	0.372	2.785	0.006	-9999	0.005	0
2014	07	30	00	0.29	2.675	0.002	-9999	0.004	0.001
2014	07	31	00	0.258	2.6	0.002	-9999	0.004	0.001
2014	08	01	00	0.275	2.6	0.01	-9999	0.01	0.001
2014	08	02	00	0.494	2.819	-9999	-9999	0.079	0.015
2014	08	03	00	0.432	3.408	-9999	-9999	0.147	0
2014	08	04	00	0.295	2.979	-9999	-9999	0.014	0.001
2014	08	05	00	0.543	10.833	-9999	-9999	0.112	0.293
2014	08	06	00	0.29	4.843	-9999	-9999	0.003	0
2014	08	07	00	0.26	4.597	-9999	-9999	0.002	0
2014	08	08	00	0.33	4.578	-9999	-9999	0.003	0
2014	08	09	00	0.649	4.578	-9999	-9999	0.005	0
2014	08	10	00	0.362	4.578	-9999	-9999	0.005	0
2014	08	11	00	0.281	4.383	-9999	-9999	0.005	0
2014	08	12	00	0.262	4.322	-9999	-9999	0.005	0
2014	08	13	00	2.158	6.01	-9999	-9999	0.007	0.421
2014	08	14	00	1.115	5.118	-9999	-9999	0.003	0
2014	08	15	00	0.681	5.058	-9999	-9999	0.002	0
2014	08	16	00	0.514	4.843	-9999	-9999	0.002	0
2014	08	17	00	0.404	4.843	-9999	-9999	0.002	0
2014	08	18	00	0.382	4.843	-9999	-9999	0.006	0.003
2014	08	19	00	1.002	4.843	-9999	-9999	0.017	0.036
2014	08	20	00	3.458	8.785	-9999	-9999	0.107	0.39
2014	08	21	00	2.712	7.158	-9999	-9999	0.012	0.002
2014	08	22	00	1.489	6.374	-9999	-9999	0.142	0.003
2014	08	23	00	2.484	6.984	-9999	-9999	0.051	0.007
2014	08	24	00	1.445	6.316	-9999	-9999	0.017	0.013
2014	08	25	00	0.968	6.316	-9999	-9999	0.012	0.01
2014	08	26	00	0.74	6.316	-9999	-9999	0.013	0.007
2014	08	27	00	0.554	6.316	-9999	-9999	0.012	0.006
2014	08	28	00	0.495	6.034	-9999	-9999	0.011	0.005
2014	08	29	00	0.514	6.001	-9999	-9999	0.05	0.116
2014	08	30	00	0.527	6.001	-9999	-9999	0.017	0.001
2014	08	31	00	0.442	6.001	-9999	-9999	0.013	0
2014	09	01	00	0.397	6.001	-9999	-9999	0.008	0
2014	09	02	00	0.357	6.001	-9999	-9999	0.008	0
2014	09	03	00	0.268	6.001	-9999	-9999	0.011	0.001
2014	09	04	00	0.273	-9999	-9999	-9999	0.041	0
2014	09	05	00	0.287	1.29	-9999	-9999	0.025	0.003
2014	09	06	00	0.284	1.047	-9999	-9999	0.008	0
2014	09	07	00	0.253	1.066	-9999	-9999	0.006	0
2014	09	08	00	0.3	3.253	-9999	-9999	0.093	0.004
2014	09	09	00	0.328	1.169	-9999	-9999	0.012	0.004
2014	09	10	00	0.28	1.066	-9999	-9999	0.007	0.004
2014	09	11	00	0.273	3.749	-9999	-9999	0.005	5.111
2014	09	12	00	0.312	2.528	-9999	-9999	0.004	10.634
2014	09	13	00	0.25	1.213	-9999	-9999	0.004	-9999
2014	09	14	00	0.272	1.592	-9999	-9999	0.13	-9999
2014	09	15	00	0.305	1.718	-9999	-9999	0.07	-9999
2014	09	16	00	0.265	1.076	-9999	-9999	0.037	-9999
2014	09	17	00	0.671	3.139	-9999	-9999	0.119	-9999
2014	09	18	00	0.525	1.542	-9999	-9999	0.024	-9999
2014	09	19	00	0.604	2.645	-9999	-9999	0.107	-9999
2014	09	20	00	0.591	1.611	-9999	-9999	0.033	-9999
2014	09	21	00	0.488	1.318	-9999	-9999	0.032	-9999
2014	09	22	00	0.4	1.476	-9999	-9999	0.034	-9999
2014	09	23	00	0.376	1.321	-9999	-9999	0.044	-9999
2014	09	24	00	0.398	1.199	-9999	-9999	0.031	-9999
2014	09	25	00	0.299	1.182	-9999	-9999	0.024	-9999
2014	09	26	00	0.273	1.029	-9999	-9999	0.024	-9999
2014	09	27	00	0.279	0.962	-9999	-9999	0.025	-9999
2014	09	28	00	0.273	1.002	-9999	-9999	0.031	-9999
2014	09	29	00	0.347	1.082	-9999	-9999	0.039	-9999
2014	09	30	00	0.277	0.966	-9999	-9999	0.035	-9999
2014	10	01	00	0.284	1.027	-9999	-9999	0.039	-9999
2014	10	02	00	0.277	0.962	-9999	-9999	0.032	-9999
2014	10	03	00	0.269	0.918	-9999	-9999	0.03	-9999
2014	10	04	00	0.287	0.942	-9999	-9999	0.024	-9999
2014	10	05	00	0.278	0.877	-9999	-9999	0.025	-9999
2014	10	06	00	0.294	0.87	-9999	-9999	0.025	-9999
2014	10	07	00	0.266	0.87	-9999	-9999	0.025	-9999
2014	10	08	00	0.245	0.833	-9999	-9999	0.024	-9999
2014	10	09	00	0.298	0.796	-9999	-9999	0.031	-9999
2014	10	10	00	0.758	1.204	-9999	-9999	0.056	-9999
2014	10	11	00	1.776	2.203	-9999	-9999	0.038	-9999
2014	10	12	00	6.801	4.644	-9999	-9999	0.033	-9999
2014	10	13	00	5.218	6.436	-9999	-9999	0.033	-9999
2014	10	14	00	2.942	3.531	-9999	-9999	0.031	-9999
2014	10	15	00	2.028	2.509	-9999	-9999	0.025	-9999
2014	10	16	00	1.571	1.954	-9999	-9999	0.025	-9999
2014	10	17	00	1.221	1.622	-9999	-9999	0.024	0.107
2014	10	18	00	0.98	1.432	0.24	-9999	0.061	0.092
2014	10	19	00	0.817	1.257	0.208	0.036	0.046	0.086
2014	10	20	00	0.68	1.166	0.209	0.042	0.04	0.083
2014	10	21	00	0.649	1.071	0.211	0.048	0.036	0.078
2014	10	22	00	0.545	1	0.217	0.054	0.035	0.064
2014	10	23	00	0.511	0.962	0.221	0.06	0.033	0.06
2014	10	24	00	0.522	0.963	0.208	0.066	0.031	0.062
2014	10	25	00	0.481	0.962	0.195	0.072	0.031	0.061
2014	10	26	00	0.385	0.962	0.182	0.078	0.031	0.056
2014	10	27	00	0.391	0.962	0.17	0.084	0.03	0.055
2014	10	28	00	0.377	0.962	0.158	0.09	0.03	0.054
2014	10	29	00	0.404	0.908	0.147	0.096	0.032	-9999
2014	10	30	00	0.31	0.87	0.162	0.102	0.033	0.052
2014	10	31	00	0.271	0.87	0.162	0.108	0.035	0.05
2014	11	01	00	0.278	0.87	0.155	0.114	0.037	0.05
2014	11	02	00	0.271	0.87	0.195	0.12	0.039	0.049
2014	11	03	00	0.386	0.897	0.309	0.126	0.054	0.381
2014	11	04	00	6.418	13.222	2.309	0.166	0.319	4.875
2014	11	05	00	4.166	7.11	0.728	0	0.055	0.848
2014	11	06	00	2.401	3.794	0.426	0	0.037	0.416
2014	11	07	00	1.757	2.762	0.335	0	0.033	0.312
2014	11	08	00	1.487	2.309	0.307	0	0.031	0.271
2014	11	09	00	1.289	2.114	0.318	0	0.036	0.281
2014	11	10	00	1.133	1.919	0.259	0	0.033	0.226
2014	11	11	00	0.991	1.691	0.269	0.001	0.036	0.221
2014	11	12	00	0.939	1.653	0.219	0.001	0.037	0.197
2014	11	13	00	0.905	1.517	0.2	0.002	0.033	0.165
2014	11	14	00	4.977	3.627	0.812	0.01	0.07	1.698
2014	11	15	00	10.949	14.305	1.03	0	0.073	3.146
2014	11	16	00	6.006	8.847	0.831	0	0.048	2.605
2014	11	17	00	4.876	6.87	0.717	0	0.042	2.68
2014	11	18	00	3.977	5.846	0.595	0	0.036	2.208
2014	11	19	00	3.094	4.673	0.517	0	0.036	1.602
2014	11	20	00	2.588	3.873	0.445	0.001	0.036	1.458
2014	11	21	00	2.311	3.464	0.388	0.023	0.036	1.441
2014	11	22	00	2.101	3.131	0.367	0.055	0.036	1.348
2014	11	23	00	2.032	2.874	0.325	0.086	0.035	1.254
2014	11	24	00	2.062	2.758	0.308	0.118	0.037	1.198
2014	11	25	00	3.131	3.057	0.385	0.15	0.04	2.141
2014	11	26	00	7.357	10.094	0.908	0.16	0.196	3.648
2014	11	27	00	6.925	9.906	0.761	0	0.071	3.553
2014	11	28	00	-9999	51.389	4.712	0.404	1.188	8.885
2014	11	29	00	-9999	61.881	4.868	1.055	2.048	9.015
2014	11	30	00	-9999	60.4	4.31	0.644	1.436	5.292
2014	12	01	00	-9999	29.353	2.717	0.068	0.395	3.669
2014	12	02	00	13.972	19.416	1.715	0	0.198	2.281
2014	12	03	00	9.664	14.794	1.228	0	0.129	1.752
2014	12	04	00	7.87	12.871	1.164	0	0.162	1.811
2014	12	05	00	6.922	11.708	1.04	0	0.147	1.545
2014	12	06	00	5.617	9.52	0.913	0	0.1	1.321
2014	12	07	00	4.683	8.343	0.787	0	0.081	1.165
2014	12	08	00	4.262	7.262	0.696	0	0.072	1.042
2014	12	09	00	3.769	6.346	0.606	0	0.065	0.925
2014	12	10	00	3.117	5.535	0.54	0	0.061	0.833
2014	12	11	00	3.147	5.109	0.514	0	0.054	0.752
2014	12	12	00	2.933	4.669	0.469	0	0.054	0.647
2014	12	13	00	2.745	4.341	0.428	0	0.048	0.564
2014	12	14	00	2.655	3.982	0.377	0	0.047	0.494
2014	12	15	00	2.473	3.799	0.386	0	0.042	0.444
2014	12	16	00	2.302	3.606	0.341	0	0.042	0.379
2014	12	17	00	2.272	3.391	0.316	0	0.041	0.326
2014	12	18	00	2.272	3.391	0.292	0	0.036	0.283
2014	12	19	00	2.2	3.382	0.273	0	0.036	0.247
2014	12	20	00	2.045	3.181	0.253	0	0.036	0.212
2014	12	21	00	1.901	3.181	0.233	0	0.032	0.178
2014	12	22	00	1.837	3.059	0.202	0	0.031	0.148
2014	12	23	00	1.662	2.979	0.21	0	0.031	0.131
2014	12	24	00	1.475	2.922	0.204	0	0.029	0.11
2014	12	25	00	1.42	2.785	0.194	0	0.026	0.098
2014	12	26	00	1.468	2.785	0.205	0	0.026	0.089
2014	12	27	00	1.481	2.785	0.176	0	0.026	0.089
2014	12	28	00	1.366	2.785	0.15	0	0.025	0.091
2014	12	29	00	1.169	2.785	0.138	0	0.022	0.058
2014	12	30	00	1.005	2.687	0.139	0	0.022	0.077
2014	12	31	00	0.93	2.6	0.136	0	0.022	0.061
2015	01	01	00	0.873	2.504	0.131	0	0.018	0.05
2015	01	02	00	0.918	2.423	0.145	0	0.018	0.042
2015	01	03	00	0.964	2.423	0.15	0	0.019	0.037
2015	01	04	00	0.947	2.326	0.117	0	0.018	0.032
2015	01	05	00	0.86	2.215	0.12	0	0.018	0.025
2015	01	06	00	0.782	2.092	0.112	0	0.018	0.022
2015	01	07	00	0.777	2.025	0.109	0	0.017	0.021
2015	01	08	00	0.799	1.939	0.102	0	0.014	0.021
2015	01	09	00	0.767	1.823	0.11	0	0.014	0.016
2015	01	10	00	0.805	1.792	0.112	0	0.015	0.015
2015	01	11	00	0.795	1.792	0.085	0	0.014	0.013
2015	01	12	00	0.784	1.775	0.092	0	0.015	0.011
2015	01	13	00	0.791	1.653	0.105	0	0.015	0.011
2015	01	14	00	0.788	1.608	0.086	0	0.015	0.009
2015	01	15	00	0.773	1.521	0.087	0	0.014	0.008
2015	01	16	00	0.901	1.521	0.295	0	0.038	0.387
2015	01	17	00	0.752	1.521	0.152	0	0.023	0.05
2015	01	18	00	0.631	1.397	0.124	0	0.019	0.029
2015	01	19	00	0.661	1.32	0.117	0	0.017	0.021
2015	01	20	00	0.611	1.25	0.086	0	0.014	0.016
2015	01	21	00	0.689	1.166	0.098	0	0.015	0.02
2015	01	22	00	0.636	1.072	0.095	0	0.014	0.01
2015	01	23	00	0.503	1.061	0.088	0	0.011	0.013
2015	01	24	00	0.52	1.061	0.089	0	0.012	0.016
2015	01	25	00	0.625	1.061	0.08	0	0.011	0.01
2015	01	26	00	0.674	1.061	0.083	0	0.012	0.009
2015	01	27	00	0.615	1.026	0.082	0	0.012	0.006
2015	01	28	00	0.598	1.021	0.083	0	0.011	0.003
2015	01	29	00	0.661	0.99	0.086	0	0.013	0.003
2015	01	30	00	0.868	1.343	0.159	0	0.016	0.192
2015	01	31	00	0.641	1.498	0.123	0	0.014	0.06
2015	02	01	00	0.536	1.271	0.093	0.001	0.011	0.029
2015	02	02	00	0.482	1.163	0.095	0.001	0.012	0.025
2015	02	03	00	0.537	1.273	0.142	0.001	0.014	0.032
2015	02	04	00	-9999	1.18	0.129	0.001	0.011	0.022
2015	02	05	00	-9999	1.053	0.133	0.001	0.023	0.011
2015	02	06	00	0.508	0.908	0.225	0.001	0.024	0.052
2015	02	07	00	0.511	0.997	0.228	0.001	0.024	0.031
2015	02	08	00	0.541	0.972	0.227	0.002	0.024	0.034
2015	02	09	00	0.49	0.983	0.211	0.002	0.024	0.026
2015	02	10	00	0.481	0.981	0.207	0.002	0.024	0.018
2015	02	11	00	0.54	0.98	0.215	0.002	0.025	0.014
2015	02	12	00	0.54	1.061	0.211	0.002	0.027	0.008
2015	02	13	00	0.477	1.005	0.239	0.002	0.025	0.008
2015	02	14	00	0.478	0.962	0.248	0.002	0.027	0.008
2015	02	15	00	0.538	1.004	0.209	0.003	0.027	0.007
2015	02	16	00	0.555	0.986	0.214	0.003	0.025	0.005
2015	02	17	00	0.508	0.962	0.209	0.003	0.024	0.003
2015	02	18	00	0.462	0.962	0.196	0.003	0.024	0.002
2015	02	19	00	0.485	0.962	0.219	0.003	0.025	0.002
2015	02	20	00	0.536	0.962	0.206	0.003	0.025	0.002
2015	02	21	00	0.523	1.03	0.211	0.003	0.029	0.003
2015	02	22	00	0.509	1.053	0.207	0.004	0.024	0.003
2015	02	23	00	0.656	0.977	0.195	0.004	0.026	0.003
2015	02	24	00	0.943	1.145	0.214	0.004	0.027	0.009
2015	02	25	00	0.768	1.166	0.233	0.004	0.023	0.004
2015	02	26	00	2.849	1.504	0.255	0.004	0.023	0.008
2015	02	27	00	2.805	3.188	0.277	0.004	0.023	0.007
2015	02	28	00	1.665	2.079	0.285	0.004	0.023	0.006
2015	03	01	00	1.382	1.74	0.335	0.005	0.022	0.005
2015	03	02	00	1.913	1.819	0.313	0.005	0.023	0.009
2015	03	03	00	2.727	2.451	0.318	0.005	0.023	0.021
2015	03	04	00	2.872	2.867	0.318	0.005	0.023	0.022
2015	03	05	00	1.875	2.245	0.305	0.005	0.023	0.012
2015	03	06	00	1.522	1.931	0.314	0.005	0.023	0.008
2015	03	07	00	1.636	1.817	0.338	0.005	0.021	0.016
2015	03	08	00	1.655	1.865	0.347	0.006	0.023	0
2015	03	09	00	1.471	1.779	0.34	0.006	0.023	0
2015	03	10	00	1.295	1.653	0.332	0.006	0.023	0
2015	03	11	00	1.454	1.61	0.325	0.006	0.023	0
2015	03	12	00	1.47	1.724	0.318	0.006	0.024	0
2015	03	13	00	1.468	1.728	0.31	0.006	0.027	0
2015	03	14	00	1.199	1.587	0.303	0.006	0.025	0
2015	03	15	00	0.96	1.456	0.295	0.007	0.025	0
2015	03	16	00	0.809	1.288	0.289	0.007	0.028	0
2015	03	17	00	0.713	1.179	0.297	0.007	0.027	0
2015	03	18	00	0.647	1.139	0.307	0.007	0.027	0
2015	03	19	00	0.64	1.061	0.318	0.007	0.027	0
2015	03	20	00	0.654	1.061	0.328	0.007	0.027	0
2015	03	21	00	0.628	1.061	0.339	0.007	0.031	0
2015	03	22	00	0.781	1.155	0.464	0.008	0.042	0.017
2015	03	23	00	1.418	2.492	0.749	0.001	0.091	0.153
2015	03	24	00	2.882	3.01	0.966	0	0.092	0.733
2015	03	25	00	4.852	8.173	1.604	0	0.159	1.047
2015	03	26	00	3.245	5.051	1.057	0	0.064	0.506
2015	03	27	00	2.375	3.678	0.782	0	0.051	0.354
2015	03	28	00	2.449	3.177	0.679	0	0.049	0.327
2015	03	29	00	2.924	3.57	0.608	0	0.044	0.32
2015	03	30	00	2.941	3.258	0.592	0	0.043	0.268
2015	03	31	00	3.283	3.722	0.526	0	0.042	0.234
2015	04	01	00	2.554	3.218	0.514	0	0.042	0.203
2015	04	02	00	1.937	2.686	0.457	0	0.043	0.179
2015	04	03	00	1.727	2.398	0.449	0	0.041	0.157
2015	04	04	00	1.566	2.237	0.454	0	0.037	0.139
2015	04	05	00	1.394	2.084	0.423	0	0.037	0.124
2015	04	06	00	1.277	1.939	0.394	0	0.038	0.109
2015	04	07	00	1.22	1.85	0.368	0	0.037	0.098
2015	04	08	00	1.098	1.753	0.388	0	0.037	0.086
2015	04	09	00	1.117	1.653	0.391	0	0.037	0.076
2015	04	10	00	0.96	1.55	0.366	0	0.037	0.07
2015	04	11	00	0.803	1.492	0.341	0	0.037	0.062
2015	04	12	00	0.787	1.396	0.316	0	0.037	0.054
2015	04	13	00	0.784	1.279	0.303	0	0.037	0.046
2015	04	14	00	0.796	1.278	0.32	0	0.036	0.04
2015	04	15	00	0.945	1.372	0.316	0	0.037	0.039
2015	04	16	00	0.854	1.396	0.384	0	0.041	0.123
2015	04	17	00	0.891	1.63	0.386	0	0.049	0.064
2015	04	18	00	0.789	1.438	0.337	0	0.05	0.063
2015	04	19	00	1.035	2.066	0.473	0	0.08	0.165
2015	04	20	00	1.096	1.802	0.379	0	0.037	0.057
2015	04	21	00	1.1	1.679	0.339	0	0.033	0.037
2015	04	22	00	1.098	1.672	0.319	0	0.032	0.038
2015	04	23	00	0.928	1.587	0.298	0	0.032	0.037
2015	04	24	00	0.936	1.432	0.299	0	0.032	0.029
2015	04	25	00	0.959	1.409	0.324	0	0.032	0.032
2015	04	26	00	1.198	1.551	0.386	0	0.041	0.066
2015	04	27	00	1.573	2.136	0.357	0	-9999	0.066
2015	04	28	00	1.124	1.982	0.32	0	-9999	0.032
2015	04	29	00	0.89	1.656	0.293	0	-9999	0.03
2015	04	30	00	0.744	1.542	0.266	0	-9999	0.023
2015	05	01	00	0.711	1.396	0.244	0	-9999	0.019
2015	05	02	00	0.802	1.461	0.269	0	-9999	0.016
2015	05	03	00	1.075	1.531	0.255	0	-9999	0.018
2015	05	04	00	1.196	1.704	0.258	0	-9999	0.018
2015	05	05	00	1.004	1.661	0.266	0.001	-9999	0.015
2015	05	06	00	0.717	1.418	0.21	0.003	-9999	0.012
2015	05	07	00	0.643	1.256	0.216	0.004	-9999	0.006
2015	05	08	00	0.566	1.179	0.203	0.005	-9999	0.005
2015	05	09	00	0.512	1.066	0.21	0.006	-9999	0.001
2015	05	10	00	0.469	0.989	0.207	0.008	-9999	0.001
2015	05	11	00	0.453	0.961	0.21	0.009	-9999	0.001
2015	05	12	00	0.389	0.893	0.194	0.01	-9999	0.001
