Specification of terrain components							
TC-ID	fraction	slope[%]	position[-]	beta_fac	sdr_tc	f_diff2conc	f_conc2diff
513	0.2	13.19	3	1	1	0.908590683	0.133386684
512	0.06	33.42	4	1	1	0.831496045	0.274882916
511	0.45	12.58	5	1	1	0.508402848	0.164778132
520	0.09	30.38	1	1	1	0.842000355	0.269820092
519	0.6	17.91	2	1	1	0.910446239	0.100892777
518	0.1	11.31	3	1	1	0.857750973	0.226530445
517	0.08	24.27	4	1	1	0.752218488	0.283269911
516	0.13	9.32	5	1	1	0.819031705	0.225132339
525	0.27	5.55	1	1	1	0.929641433	0.083101401
524	0.42	15.32	2	1	1	0.917458925	0.080822115
523	0.14	4.78	3	1	1	0.919567094	0.113624741
522	0.1	17.71	4	1	1	0.890460108	0.13247722
521	0.07	7.29	5	1	1	0.866433343	0.175453725
530	0.37	31.05	1	1	1	0.89174841	0.168913668
529	0.04	68.34	2	1	1	0.491290263	0.625963633
528	0.06	4.5	3	1	1	0.630466479	0.519098345
527	0.06	31.06	4	1	1	0.633694692	0.520803883
526	0.47	9.14	5	1	1	0.851983046	0.196757545
