discharge
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
2012	01	01	14	0.761	0.626	0	0	0.006	0.125
2012	01	01	15	0.757	0.626	0	0	0.006	0.128
2012	01	01	16	0.752	0.626	0	0	0.006	0.121
2012	01	01	17	0.756	0.626	0	0	0.006	0.123
2012	01	01	18	0.744	0.626	0	0	0.006	0.122
2012	01	01	19	0.744	0.626	0	0	0.006	0.119
2012	01	01	20	0.742	0.626	0	0	0.006	0.117
2012	01	01	21	0.745	0.626	0	0	0.006	0.12
2012	01	01	22	0.744	0.626	0	0	0.006	0.119
2012	01	01	23	0.746	0.626	0	0	0.006	0.12
2012	01	02	00	0.742	0.626	0	0	0.006	0.124
2012	01	02	01	0.748	0.626	0	0	0.006	0.118
2012	01	02	02	0.743	0.626	0	0	0.005	0.114
2012	01	02	03	0.739	0.626	0	0	0.004	0.107
2012	01	02	04	0.743	0.626	0	0	0.004	0.106
2012	01	02	05	0.747	0.626	0	0	0.004	0.107
2012	01	02	06	0.753	0.626	0	0	0.005	0.106
2012	01	02	07	0.763	0.626	0	0	0.005	0.118
2012	01	02	08	0.769	0.626	0	0	0.005	0.127
2012	01	02	09	0.774	0.626	0	0	0.005	0.129
2012	01	02	10	0.787	0.626	0	0	0.006	0.131
2012	01	02	11	0.809	0.626	0	0	0.006	0.134
2012	01	02	12	0.835	0.626	0	0	0.006	0.138
2012	01	02	13	0.855	0.626	0	0	0.005	0.136
2012	01	02	14	0.857	0.626	0	0	0.005	0.143
2012	01	02	15	0.852	0.626	0	0	0.005	0.139
2012	01	02	16	0.827	0.626	0	0	0.005	0.138
2012	01	02	17	0.799	0.626	0	0	0.005	0.137
2012	01	02	18	0.775	0.626	0	0	0.005	0.134
2012	01	02	19	0.766	0.626	0	0	0.005	0.134
2012	01	02	20	0.754	0.626	0	0	0.005	0.126
2012	01	02	21	0.744	0.626	0	0	0.005	0.127
2012	01	02	22	0.747	0.626	0	0	0.005	0.12
2012	01	02	23	0.743	0.626	0	0	0.005	0.112
2012	01	03	00	0.738	0.626	0	0	0.005	0.113
2012	01	03	01	0.736	0.626	0	0	0.005	0.106
2012	01	03	02	0.734	0.626	0	0	0.006	0.103
2012	01	03	03	0.732	0.626	0	0	0.006	0.093
2012	01	03	04	0.73	0.626	0	0	0.005	0.085
2012	01	03	05	0.728	0.626	0	0	0.004	0.061
2012	01	03	06	0.727	0.626	0	0	0.003	0.052
2012	01	03	07	0.73	0.626	0	0	0.003	0.046
2012	01	03	08	0.733	0.626	0	0	0.003	0.031
2012	01	03	09	0.736	0.626	0	0	0.003	0.029
2012	01	03	10	0.746	0.626	0	0	0.005	0.073
2012	01	03	11	0.766	0.626	0	0	0.005	0.15
2012	01	03	12	0.787	0.626	0	0	0.005	0.172
2012	01	03	13	0.797	0.626	0	0	0.005	0.144
2012	01	03	14	0.789	0.626	0	0	0.005	0.178
2012	01	03	15	0.778	0.626	0	0	0.005	0.153
2012	01	03	16	0.769	0.626	0	0	0.005	0.133
2012	01	03	17	0.76	0.626	0	0	0.005	0.117
2012	01	03	18	0.757	0.626	0	0	0.005	0.114
2012	01	03	19	0.748	0.626	0	0	0.005	0.108
2012	01	03	20	0.744	0.626	0	0	0.005	0.105
2012	01	03	21	0.747	0.626	0	0	0.005	0.103
2012	01	03	22	0.743	0.626	0	0	0.004	0.106
2012	01	03	23	0.739	0.626	0	0	0.004	0.109
2012	01	04	00	0.735	0.626	0	0	0.004	0.107
2012	01	04	01	0.731	0.626	0	0	0.004	0.101
2012	01	04	02	0.728	0.626	0	0	0.004	0.087
2012	01	04	03	0.732	0.626	0	0	0.003	0.065
2012	01	04	04	0.733	0.626	0	0	0.003	0.058
2012	01	04	05	0.73	0.626	0	0	0.003	0.048
2012	01	04	06	0.731	0.626	0	0	0.003	0.041
2012	01	04	07	0.733	0.626	0	0	0.003	0.033
2012	01	04	08	0.741	0.626	0	0	0.003	0.033
2012	01	04	09	0.747	0.626	0	0	0.004	0.058
2012	01	04	10	0.756	0.626	0	0	0.005	0.092
2012	01	04	11	0.764	0.626	0	0	0.007	0.156
2012	01	04	12	0.77	0.626	0	0	0.008	0.189
2012	01	04	13	0.775	0.626	0	0	0.008	0.154
2012	01	04	14	0.78	0.626	0	0	0.008	0.189
2012	01	04	15	0.785	0.626	0	0	0.008	0.156
2012	01	04	16	0.782	0.626	0	0	0.007	0.131
2012	01	04	17	0.772	0.626	0	0	0.007	0.108
2012	01	04	18	0.761	0.626	0	0	0.007	0.111
2012	01	04	19	0.758	0.626	0	0	0.007	0.112
2012	01	04	20	0.751	0.626	0	0	0.007	0.106
2012	01	04	21	0.743	0.626	0	0	0.007	0.104
2012	01	04	22	0.748	0.626	0	0	0.007	0.104
2012	01	04	23	0.746	0.626	0	0	0.007	0.107
2012	01	05	00	0.743	0.626	0	0	0.007	0.103
2012	01	05	01	0.74	0.626	0	0	0.006	0.097
2012	01	05	02	0.737	0.626	0	0	0.004	0.087
2012	01	05	03	0.734	0.626	0	0	0.004	0.067
2012	01	05	04	0.73	0.626	0	0	0.003	0.054
2012	01	05	05	0.728	0.626	0	0	0.003	0.06
2012	01	05	06	0.736	0.626	0	0	0.003	0.066
2012	01	05	07	0.73	0.626	0	0	0.003	0.046
2012	01	05	08	0.728	0.626	0	0	0.003	0.04
2012	01	05	09	0.734	0.626	0	0	0.003	0.054
2012	01	05	10	0.732	0.626	0	0	0.004	0.055
2012	01	05	11	0.744	0.626	0	0	0.006	0.11
2012	01	05	12	0.744	0.626	0	0	0.007	0.206
2012	01	05	13	0.756	0.626	0	0	0.007	0.17
2012	01	05	14	0.764	0.626	0	0	0.007	0.183
2012	01	05	15	0.771	0.626	0	0	0.007	0.178
2012	01	05	16	0.772	0.626	0	0	0.007	0.14
2012	01	05	17	0.766	0.626	0	0	0.007	0.119
2012	01	05	18	0.77	0.626	0	0	0.007	0.109
2012	01	05	19	0.767	0.626	0	0	0.007	0.102
2012	01	05	20	0.77	0.626	0	0	0.007	0.094
2012	01	05	21	0.771	0.626	0	0	0.007	0.093
2012	01	05	22	0.765	0.626	0	0	0.007	0.101
2012	01	05	23	0.771	0.626	0	0	0.006	0.101
2012	01	06	00	0.769	0.626	0	0	0.006	0.109
2012	01	06	01	0.767	0.626	0	0	0.005	0.105
2012	01	06	02	0.773	0.626	0	0	0.006	0.108
2012	01	06	03	0.769	0.626	0	0	0.006	0.112
2012	01	06	04	0.765	0.626	0	0	0.006	0.115
2012	01	06	05	0.765	0.626	0	0	0.006	0.112
2012	01	06	06	0.77	0.626	0	0	0.006	0.107
2012	01	06	07	0.772	0.626	0	0	0.006	0.103
2012	01	06	08	0.765	0.626	0	0	0.006	0.102
2012	01	06	09	0.773	0.626	0	0	0.006	0.101
2012	01	06	10	0.782	0.626	0	0	0.006	0.108
2012	01	06	11	0.782	0.626	0	0	0.006	0.111
2012	01	06	12	0.781	0.626	0	0	0.006	0.104
2012	01	06	13	0.78	0.626	0	0	0.006	0.099
2012	01	06	14	0.781	0.626	0	0	0.006	0.102
2012	01	06	15	0.769	0.626	0	0	0.006	0.1
2012	01	06	16	0.766	0.626	0	0	0.006	0.099
2012	01	06	17	0.755	0.626	0	0	0.006	0.099
2012	01	06	18	0.747	0.626	0	0	0.006	0.095
2012	01	06	19	0.74	0.626	0	0	0.006	0.09
2012	01	06	20	0.732	0.626	0	0	0.006	0.094
2012	01	06	21	0.734	0.626	0	0	0.006	0.094
2012	01	06	22	0.735	0.626	0	0	0.006	0.089
2012	01	06	23	0.733	0.626	0	0	0.006	0.085
2012	01	07	00	0.73	0.626	0	0	0.005	0.084
2012	01	07	01	0.728	0.626	0	0	0.004	0.062
2012	01	07	02	0.726	0.626	0	0	0.003	0.046
2012	01	07	03	0.723	0.626	0	0	0.003	0.029
2012	01	07	04	0.721	0.626	0	0	0.003	0.016
2012	01	07	05	0.718	0.626	0	0	0.003	0.012
2012	01	07	06	0.716	0.626	0	0	0.003	0.014
2012	01	07	07	0.715	0.626	0	0	0.003	0.006
2012	01	07	08	0.722	0.626	0	0	0.003	0.005
2012	01	07	09	0.728	0.626	0	0	0.003	0.01
2012	01	07	10	0.734	0.626	0	0	0.003	0.036
2012	01	07	11	0.746	0.626	0	0	0.006	0.096
2012	01	07	12	0.761	0.626	0	0	0.007	0.195
2012	01	07	13	0.773	0.626	0	0	0.007	0.172
2012	01	07	14	0.792	0.626	0	0	0.007	0.166
2012	01	07	15	0.811	0.626	0	0	0.006	0.174
2012	01	07	16	0.82	0.626	0	0	0.006	0.15
2012	01	07	17	0.814	0.608	0	0	0.006	0.12
2012	01	07	18	0.795	0.556	0	0	0.006	0.106
2012	01	07	19	0.781	0.556	0	0	0.006	0.11
2012	01	07	20	0.769	0.556	0	0	0.006	0.111
2012	01	07	21	0.766	0.556	0	0	0.006	0.098
2012	01	07	22	0.758	0.556	0	0	0.006	0.099
2012	01	07	23	0.752	0.574	0	0	0.006	0.094
2012	01	08	00	0.746	0.626	0	0	0.005	0.089
2012	01	08	01	0.741	0.626	0	0	0.004	0.088
2012	01	08	02	0.744	0.626	0	0	0.003	0.07
2012	01	08	03	0.745	0.626	0	0	0.003	0.047
2012	01	08	04	0.742	0.626	0	0	0.003	0.03
2012	01	08	05	0.733	0.626	0	0	0.003	0.021
2012	01	08	06	0.732	0.626	0	0	0.002	0.014
2012	01	08	07	0.727	0.556	0	0	0.002	0.01
2012	01	08	08	0.732	0.556	0	0	0.002	0.012
2012	01	08	09	0.733	0.556	0	0	0.002	0.02
2012	01	08	10	0.73	0.556	0	0	0.003	0.054
2012	01	08	11	0.736	0.556	0	0	0.005	0.089
2012	01	08	12	0.74	0.556	0	0	0.005	0.17
2012	01	08	13	0.743	0.556	0	0	0.005	0.167
2012	01	08	14	0.746	0.556	0	0	0.005	0.16
2012	01	08	15	0.749	0.556	0	0	0.005	0.179
2012	01	08	16	0.748	0.556	0	0	0.005	0.156
2012	01	08	17	0.745	0.556	0	0	0.005	0.12
2012	01	08	18	0.741	0.556	0	0	0.005	0.105
2012	01	08	19	0.734	0.556	0	0	0.005	0.094
2012	01	08	20	0.731	0.556	0	0	0.004	0.097
2012	01	08	21	0.732	0.556	0	0	0.004	0.096
2012	01	08	22	0.743	0.556	0	0	0.003	0.087
2012	01	08	23	0.749	0.556	0	0	0.003	0.066
2012	01	09	00	0.744	0.574	0	0	0.003	0.045
2012	01	09	01	0.739	0.626	0	0	0.003	0.034
2012	01	09	02	0.732	0.626	0	0	0.003	0.023
2012	01	09	03	0.732	0.626	0	0	0.003	0.017
2012	01	09	04	0.73	0.626	0	0	0.003	0.016
2012	01	09	05	0.733	0.591	0	0	0.002	0.016
2012	01	09	06	0.733	0.556	0	0	0.002	0.018
2012	01	09	07	0.731	0.556	0	0	0.002	0.019
2012	01	09	08	0.732	0.556	0	0	0.002	0.023
2012	01	09	09	0.731	0.556	0	0	0.002	0.034
2012	01	09	10	0.737	0.556	0	0	0.003	0.081
2012	01	09	11	0.749	0.556	0	0	0.004	0.108
2012	01	09	12	0.757	0.556	0	0	0.005	0.19
2012	01	09	13	0.764	0.556	0	0	0.005	0.197
2012	01	09	14	0.769	0.556	0	0	0.005	0.172
2012	01	09	15	0.773	0.556	0	0	0.005	0.189
2012	01	09	16	0.767	0.556	0	0	0.005	0.167
2012	01	09	17	0.766	0.556	0	0	0.005	0.128
2012	01	09	18	0.756	0.556	0	0	0.005	0.106
2012	01	09	19	0.747	0.556	0	0	0.005	0.092
2012	01	09	20	0.746	0.556	0	0	0.005	0.091
2012	01	09	21	0.74	0.556	0	0	0.004	0.089
2012	01	09	22	0.733	0.556	0	0	0.004	0.085
2012	01	09	23	0.732	0.556	0	0	0.003	0.059
2012	01	10	00	0.735	0.556	0	0	0.003	0.038
2012	01	10	01	0.731	0.591	0	0	0.003	0.025
2012	01	10	02	0.727	0.626	0	0	0.003	0.017
2012	01	10	03	0.728	0.608	0	0	0.002	0.016
2012	01	10	04	0.732	0.556	0	0	0.002	0.015
2012	01	10	05	0.736	0.556	0	0	0.002	0.02
2012	01	10	06	0.732	0.556	0	0	0.002	0.028
2012	01	10	07	0.739	0.556	0	0	0.002	0.038
2012	01	10	08	0.743	0.556	0	0	0.002	0.048
2012	01	10	09	0.748	0.556	0	0	0.002	0.06
2012	01	10	10	0.748	0.556	0	0	0.002	0.1
2012	01	10	11	0.742	0.556	0	0	0.004	0.12
2012	01	10	12	0.731	0.556	0	0	0.006	0.152
2012	01	10	13	0.719	0.556	0	0	0.006	0.204
2012	01	10	14	0.718	0.556	0	0	0.006	0.199
2012	01	10	15	0.726	0.556	0	0	0.006	0.193
2012	01	10	16	0.732	0.556	0	0	0.006	0.181
2012	01	10	17	0.737	0.556	0	0	0.006	0.14
2012	01	10	18	0.736	0.556	0	0	0.006	0.116
2012	01	10	19	0.734	0.556	0	0	0.006	0.093
2012	01	10	20	0.732	0.556	0	0	0.005	0.091
2012	01	10	21	0.73	0.556	0	0	0.004	0.087
2012	01	10	22	0.728	0.556	0	0	0.003	0.067
2012	01	10	23	0.726	0.556	0	0	0.003	0.046
2012	01	11	00	0.728	0.556	0	0	0.003	0.044
2012	01	11	01	0.73	0.556	0	0	0.003	0.033
2012	01	11	02	0.733	0.556	0	0	0.002	0.027
2012	01	11	03	0.736	0.556	0	0	0.002	0.03
2012	01	11	04	0.732	0.556	0	0	0.002	0.043
2012	01	11	05	0.729	0.556	0	0	0.002	0.034
2012	01	11	06	0.732	0.556	0	0	0.002	0.044
2012	01	11	07	0.735	0.556	0	0	0.002	0.059
2012	01	11	08	0.737	0.556	0	0	0.002	0.073
2012	01	11	09	0.735	0.491	0	0	0.002	0.091
2012	01	11	10	0.732	0.491	0	0	0.002	0.133
2012	01	11	11	0.728	0.491	0	0	0.004	0.155
2012	01	11	12	0.725	0.54	0	0	0.005	0.178
2012	01	11	13	0.717	0.556	0	0	0.005	0.226
2012	01	11	14	0.718	0.556	0	0	0.006	0.224
2012	01	11	15	0.725	0.556	0	0	0.006	0.194
2012	01	11	16	0.733	0.556	0	0	0.006	0.185
2012	01	11	17	0.733	0.556	0	0	0.006	0.15
2012	01	11	18	0.736	0.556	0	0	0.005	0.119
2012	01	11	19	0.735	0.556	0	0	0.005	0.102
2012	01	11	20	0.732	0.556	0	0	0.005	0.092
2012	01	11	21	0.73	0.556	0	0	0.004	0.081
2012	01	11	22	0.728	0.556	0	0	0.003	0.065
2012	01	11	23	0.726	0.556	0	0	0.003	0.061
2012	01	12	00	0.729	0.556	0	0	0.003	0.097
2012	01	12	01	0.731	0.556	0	0	0.003	0.109
2012	01	12	02	0.734	0.556	0	0	0.003	0.107
2012	01	12	03	0.736	0.556	0	0	0.002	0.089
2012	01	12	04	0.732	0.556	0	0	0.002	0.063
2012	01	12	05	0.73	0.556	0	0	0.002	0.025
2012	01	12	06	0.734	0.556	0	0	0.002	0.04
2012	01	12	07	0.739	0.556	0	0	0.002	0.073
2012	01	12	08	0.743	0.507	0	0	0.002	0.094
2012	01	12	09	0.748	0.491	0	0	0.002	-9999
2012	01	12	10	0.75	0.491	0	0	0.003	0.144
2012	01	12	11	0.739	0.491	0	0	0.005	0.172
2012	01	12	12	0.718	0.556	0	0	0.006	0.199
2012	01	12	13	0.705	0.556	0	0	0.006	0.216
2012	01	12	14	0.711	0.556	0	0	0.006	0.222
2012	01	12	15	0.719	0.556	0	0	0.006	0.188
2012	01	12	16	0.719	0.556	0	0	0.006	0.173
2012	01	12	17	0.725	0.556	0	0	0.006	0.132
2012	01	12	18	0.723	0.556	0	0	0.006	0.109
2012	01	12	19	0.721	0.556	0	0	0.005	0.089
2012	01	12	20	0.718	0.556	0	0	0.005	0.081
2012	01	12	21	0.716	0.556	0	0	0.005	0.062
2012	01	12	22	0.715	0.556	0	0	0.004	0.051
2012	01	12	23	0.718	0.556	0	0	0.004	0.056
2012	01	13	00	0.722	0.556	0	0	0.004	0.064
2012	01	13	01	0.721	0.556	0	0	0.003	0.08
2012	01	13	02	0.715	0.556	0	0	0.002	0.069
2012	01	13	03	0.718	0.556	0	0	0.003	0.024
2012	01	13	04	0.72	0.556	0	0	0.003	0.037
2012	01	13	05	0.722	0.556	0	0	0.002	0.03
2012	01	13	06	0.724	0.556	0	0	0.002	0.026
2012	01	13	07	0.725	0.556	0	0	0.002	0.06
2012	01	13	08	0.724	0.556	0	0	0.002	0.061
2012	01	13	09	0.722	0.556	0	0	0.002	0.078
2012	01	13	10	0.72	0.54	0	0	0.002	0.118
2012	01	13	11	0.718	0.491	0	0	0.002	0.163
2012	01	13	12	0.716	0.491	0	0	0.003	0.164
2012	01	13	13	0.711	0.491	0	0	0.004	0.206
2012	01	13	14	0.706	0.491	0	0	0.004	0.188
2012	01	13	15	0.709	0.524	0	0	0.005	0.185
2012	01	13	16	0.719	0.556	0	0	0.005	0.159
2012	01	13	17	0.724	0.556	0	0	0.005	0.138
2012	01	13	18	0.72	0.556	0	0	0.005	0.112
2012	01	13	19	0.716	0.556	0	0	0.005	0.087
2012	01	13	20	0.717	0.556	0	0	0.005	0.063
2012	01	13	21	0.721	0.556	0	0	0.005	0.058
2012	01	13	22	0.721	0.556	0	0	0.004	0.052
2012	01	13	23	0.722	0.556	0	0	0.004	0.048
2012	01	14	00	0.73	0.556	0	0	0.004	0.039
2012	01	14	01	0.736	0.556	0	0	0.004	0.041
2012	01	14	02	0.732	0.556	0	0	0.003	0.048
2012	01	14	03	0.723	0.556	0	0	0.003	0.047
2012	01	14	04	0.687	0.556	0	0	0.003	0.056
2012	01	14	05	0.654	0.556	0	0	0.003	0.067
2012	01	14	06	0.634	0.556	0	0	0.003	0.075
2012	01	14	07	0.617	0.556	0	0	0.003	0.078
2012	01	14	08	0.602	0.556	0	0	0.002	0.079
2012	01	14	09	0.591	0.556	0	0	0.002	0.098
2012	01	14	10	0.592	0.556	0	0	0.002	0.151
2012	01	14	11	0.635	0.524	0	0	0.002	0.193
2012	01	14	12	0.69	0.491	0	0	0.003	0.164
2012	01	14	13	0.697	0.491	0	0	0.004	0.196
2012	01	14	14	0.689	0.491	0	0	0.004	0.178
2012	01	14	15	0.685	0.491	0	0	0.005	0.171
2012	01	14	16	0.681	0.491	0	0	0.005	0.167
2012	01	14	17	0.679	0.491	0	0	0.006	0.144
2012	01	14	18	0.683	0.491	0	0	0.006	0.113
2012	01	14	19	0.687	0.491	0	0	0.006	0.084
2012	01	14	20	0.683	0.491	0	0	0.006	0.063
2012	01	14	21	0.69	0.491	0	0	0.005	0.042
2012	01	14	22	0.703	0.491	0	0	0.004	0.03
2012	01	14	23	0.68	0.491	0	0	0.004	0.043
2012	01	15	00	0.648	0.54	0	0	0.003	0.034
2012	01	15	01	0.63	0.556	0	0	0.003	0.022
2012	01	15	02	0.61	0.556	0	0	0.003	0.028
2012	01	15	03	0.593	0.556	0	0	0.002	0.031
2012	01	15	04	0.575	0.556	0	0	0.002	0.026
2012	01	15	05	0.559	0.556	0	0	0.002	0.021
2012	01	15	06	0.547	0.507	0	0	0.002	0.012
2012	01	15	07	0.536	0.491	0	0	0.002	0.017
2012	01	15	08	0.525	0.432	0	0	0.002	0.052
2012	01	15	09	0.524	0.391	0	0	0.002	0.076
2012	01	15	10	0.531	0.377	0	0	0.002	0.136
2012	01	15	11	0.555	0.377	0	0	0.004	0.216
2012	01	15	12	0.589	0.404	0	0	0.006	0.261
2012	01	15	13	0.619	0.476	0	0	0.007	0.187
2012	01	15	14	0.663	0.524	0	0	0.007	0.169
2012	01	15	15	0.689	0.556	0	0	0.007	0.146
2012	01	15	16	0.696	0.626	0	0	0.007	0.146
2012	01	15	17	0.683	0.574	0	0	0.007	0.155
2012	01	15	18	0.68	0.556	0	0	0.007	0.142
2012	01	15	19	0.683	0.591	0	0	0.007	0.103
2012	01	15	20	0.686	0.626	0	0	0.006	0.075
2012	01	15	21	0.689	0.556	0	0	0.004	0.055
2012	01	15	22	0.687	0.556	0	0	0.003	0.045
2012	01	15	23	0.684	0.556	0	0	0.003	0.03
2012	01	16	00	0.681	0.556	0	0	0.003	0.026
2012	01	16	01	0.683	0.556	0	0	0.002	0.028
2012	01	16	02	0.67	0.556	0	0	0.002	0.022
2012	01	16	03	0.655	0.556	0	0	0.002	0.015
2012	01	16	04	0.636	0.556	0	0	0.002	0.022
2012	01	16	05	0.619	0.491	0	0	0.002	0.044
2012	01	16	06	0.605	0.491	0	0	0.002	0.044
2012	01	16	07	0.59	0.491	0	0	0.002	0.046
2012	01	16	08	0.58	0.447	0	0	0.002	0.041
2012	01	16	09	0.584	0.432	0	0	0.002	0.055
2012	01	16	10	0.615	0.432	0	0	0.003	0.124
2012	01	16	11	0.672	0.476	0	0	0.005	0.175
2012	01	16	12	0.715	0.524	0	0	0.007	0.236
2012	01	16	13	0.72	0.591	0	0	0.007	0.204
2012	01	16	14	0.704	0.626	0	0	0.007	0.178
2012	01	16	15	0.69	0.626	0	0	0.006	0.156
2012	01	16	16	0.679	0.556	0	0	0.006	0.128
2012	01	16	17	0.672	0.556	0	0	0.006	0.126
2012	01	16	18	0.668	0.556	0	0	0.006	0.106
2012	01	16	19	0.671	0.491	0	0	0.006	0.078
2012	01	16	20	0.676	0.491	0	0	0.006	0.058
2012	01	16	21	0.671	0.491	0	0	0.005	0.057
2012	01	16	22	0.672	0.491	0	0	0.003	0.06
2012	01	16	23	0.674	0.491	0	0	0.003	0.055
2012	01	17	00	0.674	0.491	0	0	0.003	0.06
2012	01	17	01	0.668	0.524	0	0	0.003	0.069
2012	01	17	02	0.669	0.556	0	0	0.003	0.067
2012	01	17	03	0.673	0.556	0	0	0.003	0.062
2012	01	17	04	0.677	0.556	0	0	0.003	0.059
2012	01	17	05	0.683	0.556	0	0	0.002	0.064
2012	01	17	06	0.688	0.556	0	0	0.003	0.077
2012	01	17	07	0.684	0.556	0	0	0.003	0.082
2012	01	17	08	0.674	0.556	0	0	0.003	0.089
2012	01	17	09	0.674	0.556	0	0	0.004	0.1
2012	01	17	10	0.669	0.524	0	0	0.005	0.123
2012	01	17	11	0.663	0.491	0	0	0.006	0.169
2012	01	17	12	0.657	0.491	0	0	0.006	0.139
2012	01	17	13	0.663	0.491	0	0	0.006	0.147
2012	01	17	14	0.671	0.491	0	0	0.005	0.137
2012	01	17	15	0.673	0.491	0	0	0.005	0.129
2012	01	17	16	0.677	0.491	0	0	0.005	0.12
2012	01	17	17	0.676	0.491	0	0	0.005	0.102
2012	01	17	18	0.674	0.491	0	0	0.005	0.082
2012	01	17	19	0.673	0.491	0	0	0.005	0.068
2012	01	17	20	0.671	0.491	0	0	0.005	0.064
2012	01	17	21	0.67	0.491	0	0	0.005	0.058
2012	01	17	22	0.668	0.491	0	0	0.005	0.066
2012	01	17	23	0.667	0.491	0	0	0.005	0.11
2012	01	18	00	0.667	0.491	0	0	0.003	0.141
2012	01	18	01	0.668	0.556	0	0	0.003	0.148
2012	01	18	02	0.67	0.556	0	0	0.003	0.142
2012	01	18	03	0.671	0.556	0	0	0.002	0.121
2012	01	18	04	0.672	0.556	0	0	0.002	0.095
2012	01	18	05	0.674	0.556	0	0	0.002	0.049
2012	01	18	06	0.675	0.556	0	0	0.002	0.048
2012	01	18	07	0.677	0.556	0	0	0.002	0.044
2012	01	18	08	0.678	0.556	0	0	0.002	0.047
2012	01	18	09	0.682	0.556	0	0	0.002	0.079
2012	01	18	10	0.686	0.491	0	0	0.002	0.161
2012	01	18	11	0.688	0.491	0	0	0.005	0.199
2012	01	18	12	0.678	0.491	0	0	0.005	0.159
2012	01	18	13	0.65	0.491	0	0	0.005	0.167
2012	01	18	14	0.659	0.491	0	0	0.005	0.154
2012	01	18	15	0.672	0.491	0	0	0.005	0.122
2012	01	18	16	0.677	0.491	0	0	0.005	0.124
2012	01	18	17	0.675	0.491	0	0	0.005	0.116
2012	01	18	18	0.672	0.491	0	0	0.005	0.097
2012	01	18	19	0.669	0.491	0	0	0.005	0.073
2012	01	18	20	0.667	0.491	0	0	0.005	0.059
2012	01	18	21	0.671	0.491	0	0	0.005	0.061
2012	01	18	22	0.675	0.491	0	0	0.004	0.056
2012	01	18	23	0.675	0.491	0	0	0.004	0.053
2012	01	19	00	0.668	0.491	0	0	0.003	0.047
2012	01	19	01	0.67	0.507	0	0	0.002	0.081
2012	01	19	02	0.674	0.556	0	0	0.002	0.123
2012	01	19	03	0.678	0.556	0	0	0.002	0.143
2012	01	19	04	0.681	0.556	0	0	0.002	0.154
2012	01	19	05	0.683	0.556	0	0	0.002	0.13
2012	01	19	06	0.686	0.556	0	0	0.002	0.057
2012	01	19	07	0.688	0.556	0	0	0.002	0.089
2012	01	19	08	0.688	0.556	0	0	0.002	0.111
2012	01	19	09	0.684	0.524	0	0	0.002	0.124
2012	01	19	10	0.68	0.491	0	0	0.003	0.156
2012	01	19	11	0.671	0.491	0	0	0.004	0.173
2012	01	19	12	0.686	0.491	0	0	0.005	0.165
2012	01	19	13	0.694	0.491	0	0	0.005	0.143
2012	01	19	14	0.699	0.491	0	0	0.005	0.139
2012	01	19	15	0.705	0.491	0	0	0.005	0.148
2012	01	19	16	0.711	0.491	0	0	0.005	0.135
2012	01	19	17	0.701	0.491	0	0	0.005	0.098
2012	01	19	18	0.688	0.491	0	0	0.005	0.075
2012	01	19	19	0.683	0.491	0	0	0.005	0.071
2012	01	19	20	0.684	0.491	0	0	0.005	0.061
2012	01	19	21	0.683	0.491	0	0	0.004	0.06
2012	01	19	22	0.687	0.491	0	0	0.004	0.057
2012	01	19	23	0.682	0.491	0	0	0.004	0.049
2012	01	20	00	0.683	0.491	0	0	0.004	0.044
2012	01	20	01	0.685	0.54	0	0	0.003	0.036
2012	01	20	02	0.68	0.556	0	0	0.003	0.028
2012	01	20	03	0.684	0.556	0	0	0.003	0.029
2012	01	20	04	0.689	0.556	0	0	0.003	0.026
2012	01	20	05	0.694	0.556	0	0	0.003	0.032
2012	01	20	06	0.698	0.556	0	0	0.002	0.032
2012	01	20	07	0.697	0.556	0	0	0.002	0.03
2012	01	20	08	0.694	0.556	0	0	0.002	0.031
2012	01	20	09	0.702	0.556	0	0	0.002	0.032
2012	01	20	10	0.722	0.556	0	0	0.004	0.048
2012	01	20	11	0.733	0.556	0	0	0.005	0.103
2012	01	20	12	0.742	0.556	0	0	0.005	0.084
2012	01	20	13	0.749	0.556	0	0	0.005	0.079
2012	01	20	14	0.756	0.491	0	0	0.005	0.102
2012	01	20	15	0.761	0.491	0	0	0.005	0.098
2012	01	20	16	0.758	0.491	0	0	0.005	0.082
2012	01	20	17	0.752	0.491	0	0	0.005	0.075
2012	01	20	18	0.744	0.491	0	0	0.005	0.067
2012	01	20	19	0.735	0.491	0	0	0.005	0.068
2012	01	20	20	0.729	0.491	0	0	0.004	0.065
2012	01	20	21	0.736	0.491	0	0	0.004	0.062
2012	01	20	22	0.732	0.491	0	0	0.004	0.055
2012	01	20	23	0.726	0.491	0	0	0.004	0.053
2012	01	21	00	0.721	0.556	0	0	0.004	0.052
2012	01	21	01	0.716	0.556	0	0	0.004	0.049
2012	01	21	02	0.72	0.556	0	0	0.004	0.04
2012	01	21	03	0.719	0.556	0	0	0.004	0.036
2012	01	21	04	0.727	0.556	0	0	0.004	0.03
2012	01	21	05	0.731	0.556	0	0	0.004	0.034
2012	01	21	06	0.734	0.556	0	0	0.004	0.037
2012	01	21	07	0.738	0.556	0	0	0.004	0.037
2012	01	21	08	0.742	0.556	0	0	0.004	0.037
