discharge
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
YYYY	MM	DD	HH	Cabecera	Capella	Carrasquero	Ceguera	Lascuarre	Villacarli
2013	04	26	14	3.837	5.118	0.208	0.072	0.069	0
2013	04	26	15	3.791	5.118	0.22	0.069	0.07	0
2013	04	26	16	3.82	5.118	0.232	0.075	0.068	0
2013	04	26	17	3.894	5.118	0.243	0.084	0.072	0
2013	04	26	18	3.969	5.118	0.262	0.094	0.078	0.001
2013	04	26	19	4.048	5.118	0.283	0.105	0.084	0.096
2013	04	26	20	4.136	5.189	0.314	0.119	0.088	0.137
2013	04	26	21	4.226	5.402	0.379	0.134	0.093	0.083
2013	04	26	22	4.35	5.402	0.414	0.157	0.098	0.058
2013	04	26	23	4.557	5.402	0.397	0.186	0.094	0.046
2013	04	27	00	4.845	5.55	0.379	0.2	0.092	0.044
2013	04	27	01	5.16	6.004	0.363	0.212	0.098	0.043
2013	04	27	02	5.421	6.893	0.374	0.225	0.122	0.046
2013	04	27	03	5.612	7.151	0.392	0.238	0.192	0.059
2013	04	27	04	5.784	7.324	0.41	0.251	0.416	0.146
2013	04	27	05	5.946	7.592	0.456	0.264	0.401	0.348
2013	04	27	06	6.187	7.957	0.581	0.277	0.325	0.517
2013	04	27	07	6.727	8.722	0.849	0.299	0.341	0.922
2013	04	27	08	7.626	9.021	1.306	0.361	0.401	1.695
2013	04	27	09	8.152	9.742	1.482	0.445	0.514	1.842
2013	04	27	10	8.257	10.501	1.44	0.549	0.49	1.6
2013	04	27	11	8.333	11.768	1.393	1.042	0.494	1.64
2013	04	27	12	8.409	13.785	1.345	1.074	0.464	1.667
2013	04	27	13	8.485	16.434	1.295	0.972	0.415	1.541
2013	04	27	14	8.562	17.331	1.218	0.9	0.365	1.457
2013	04	27	15	8.64	16.723	1.324	0.839	0.322	1.356
2013	04	27	16	8.717	16.132	1.429	0.776	0.285	1.109
2013	04	27	17	8.794	15.699	1.478	0.695	0.255	0.942
2013	04	27	18	9.022	15.132	1.522	0.624	0.227	0.755
2013	04	27	19	9.438	14.441	1.55	0.574	0.213	0.676
2013	04	27	20	9.647	14.441	1.578	0.531	0.201	0.559
2013	04	27	21	9.796	14.441	1.603	0.494	0.191	0.533
2013	04	27	22	9.796	14.441	1.581	0.461	0.198	0.532
2013	04	27	23	9.669	14.441	1.543	0.432	0.189	0.463
2013	04	28	00	9.541	14.578	1.541	0.409	0.178	0.412
2013	04	28	01	9.369	14.716	1.541	0.404	0.17	0.384
2013	04	28	02	9.182	14.441	1.453	0.399	0.16	0.378
2013	04	28	03	8.997	14.441	1.456	0.395	0.158	0.359
2013	04	28	04	8.813	14.038	1.409	0.391	0.155	0.345
2013	04	28	05	8.63	13.904	1.355	0.386	0.152	0.347
2013	04	28	06	8.456	13.379	1.308	0.382	0.158	0.335
2013	04	28	07	8.297	13.379	1.243	0.378	0.155	0.309
2013	04	28	08	8.144	12.868	1.235	0.374	0.16	0.274
2013	04	28	09	8.009	12.868	1.187	0.369	0.161	0.259
2013	04	28	10	7.874	12.369	1.117	0.365	0.158	0.242
2013	04	28	11	7.741	12.369	1.142	0.361	0.155	0.235
2013	04	28	12	7.608	12.247	1.145	0.356	0.152	0.225
2013	04	28	13	7.497	11.883	1.108	0.352	0.151	0.214
2013	04	28	14	7.42	11.764	1.072	0.348	0.153	0.209
2013	04	28	15	7.344	11.409	1.038	0.35	0.155	0.204
2013	04	28	16	7.269	11.409	1.003	0.355	0.156	0.201
2013	04	28	17	7.199	11.409	1.068	0.359	0.158	0.197
2013	04	28	18	7.146	11.063	1.068	0.364	0.16	0.201
2013	04	28	19	7.094	10.948	1.06	0.369	0.162	0.192
2013	04	28	20	7.042	10.948	1.052	0.373	0.165	0.19
2013	04	28	21	6.99	10.948	1.044	0.378	0.168	0.191
2013	04	28	22	6.938	10.948	1.036	0.383	0.171	0.19
2013	04	28	23	6.886	10.948	1.028	0.387	0.174	0.208
2013	04	29	00	6.836	10.61	1.02	0.392	0.172	0.266
2013	04	29	01	6.787	10.498	1.012	0.396	0.168	0.285
2013	04	29	02	6.737	10.498	1.004	0.401	0.165	0.269
2013	04	29	03	6.687	10.498	0.996	0.406	0.162	0.24
2013	04	29	04	6.637	10.498	0.988	0.426	0.16	0.219
2013	04	29	05	6.589	10.498	0.99	0.465	0.158	0.211
2013	04	29	06	6.545	10.498	0.998	0.451	0.156	0.206
2013	04	29	07	6.503	10.498	1.006	0.426	0.154	0.195
2013	04	29	08	6.46	10.498	1.014	0.405	0.153	0.19
2013	04	29	09	6.417	10.498	1.021	0.392	0.151	0.192
2013	04	29	10	6.374	10.17	1.029	0.378	0.152	0.183
2013	04	29	11	6.332	10.061	1.037	0.365	0.155	0.181
2013	04	29	12	6.3	10.061	1.045	0.352	0.158	0.192
2013	04	29	13	6.348	10.061	1.053	0.358	0.161	0.201
2013	04	29	14	6.412	10.061	1.061	0.376	0.165	0.204
2013	04	29	15	6.476	10.061	1.069	0.393	0.17	0.204
2013	04	29	16	6.539	10.061	1.093	0.422	0.182	0.228
2013	04	29	17	6.664	10.061	1.384	0.493	0.208	0.379
2013	04	29	18	6.978	10.498	1.841	0.582	0.344	1.26
2013	04	29	19	7.422	11.063	2.622	0.667	0.678	2.363
2013	04	29	20	8.292	11.886	2.98	1.03	1.221	2.954
2013	04	29	21	10.255	13.523	2.65	1.921	1.429	1.779
2013	04	29	22	14.2	16.599	2.409	1.911	1.238	1.705
2013	04	29	23	18.025	21.274	2.275	1.646	0.987	1.587
2013	04	30	00	19.766	23.967	2.314	1.41	0.809	1.445
2013	04	30	01	20.419	23.405	2.43	1.269	0.705	1.302
2013	04	30	02	20.61	25.716	2.426	1.171	0.645	1.221
2013	04	30	03	20.7	29.613	2.667	1.202	0.626	1.229
2013	04	30	04	20.503	27.735	3.219	1.163	0.693	1.731
2013	04	30	05	20.572	27.512	3.134	1.201	0.858	1.779
2013	04	30	06	22.318	27.302	3.898	1.555	1.033	2.703
2013	04	30	07	23.457	26.905	4.615	1.704	1.338	3.798
2013	04	30	08	23.34	28.553	4.762	2.091	1.414	5.385
2013	04	30	09	23.73	34.626	4.465	2.618	1.474	4.788
2013	04	30	10	23.986	36.052	4.152	2.555	1.529	4.984
2013	04	30	11	23.646	39.12	3.941	2.178	1.324	5.593
2013	04	30	12	23.055	43.9	3.869	1.881	1.136	5.271
2013	04	30	13	22.163	38.298	3.746	1.693	0.993	4.313
2013	04	30	14	21.573	39.072	3.771	1.553	0.897	3.346
2013	04	30	15	21.27	37.316	3.63	1.438	0.819	2.96
2013	04	30	16	20.613	35.105	3.619	1.353	0.76	2.703
2013	04	30	17	20.098	34.127	3.518	1.288	0.726	2.56
2013	04	30	18	19.415	32.965	3.447	1.235	0.672	2.467
2013	04	30	19	19.038	30.047	3.348	1.202	0.656	2.329
2013	04	30	20	18.694	30.265	3.221	1.172	0.655	2.158
2013	04	30	21	18.487	30.047	3.13	1.142	0.656	2.089
2013	04	30	22	18.289	28.132	2.995	1.117	0.654	2.067
2013	04	30	23	17.896	27.302	2.936	1.095	0.644	2.127
2013	05	01	00	17.542	27.302	2.838	1.072	0.608	2.209
2013	05	01	01	16.927	26.897	2.725	1.049	0.584	2.268
2013	05	01	02	16.417	26.492	2.718	1.029	0.561	2.237
2013	05	01	03	15.974	26.293	2.612	1.01	0.548	2.196
2013	05	01	04	15.516	25.502	2.554	0.991	0.533	2.069
2013	05	01	05	15.145	24.918	2.485	0.972	0.516	2.005
2013	05	01	06	14.763	24.727	2.343	0.953	0.514	1.973
2013	05	01	07	14.454	23.967	2.297	0.938	0.506	1.856
2013	05	01	08	14.119	23.405	2.179	0.923	0.488	1.803
2013	05	01	09	13.805	22.855	2.146	0.908	0.479	1.705
2013	05	01	10	13.54	22.491	2.032	0.893	0.459	1.676
2013	05	01	11	13.364	21.953	2.014	0.878	0.446	1.617
2013	05	01	12	13.019	21.777	1.913	0.863	0.44	1.559
2013	05	01	13	12.669	21.249	1.911	0.849	0.427	1.573
2013	05	01	14	12.409	20.732	1.841	0.835	0.413	1.54
2013	05	01	15	12.288	20.559	1.77	0.82	0.402	1.475
2013	05	01	16	11.94	19.884	1.802	0.806	0.388	1.36
2013	05	01	17	11.735	19.554	1.738	0.792	0.39	1.289
2013	05	01	18	11.458	19.224	1.663	0.776	0.376	1.233
2013	05	01	19	11.378	19.062	1.661	0.752	0.365	1.161
2013	05	01	20	11.117	18.578	1.691	0.725	0.351	1.119
2013	05	01	21	10.826	18.578	1.632	0.728	0.351	1.094
2013	05	01	22	10.739	17.945	1.566	0.768	0.353	1.106
2013	05	01	23	10.426	17.945	1.537	0.754	0.353	1.104
2013	05	02	00	10.42	17.945	1.568	0.742	0.344	1.109
2013	05	02	01	10.234	17.327	1.572	0.73	0.336	1.109
2013	05	02	02	10.01	17.327	1.523	0.718	0.329	1.088
2013	05	02	03	10.079	16.723	1.476	0.706	0.332	1.097
2013	05	02	04	9.905	16.723	1.431	0.694	0.338	1.069
2013	05	02	05	9.668	16.723	1.426	0.682	0.33	1.053
2013	05	02	06	9.72	16.428	1.443	0.67	0.321	1.037
2013	05	02	07	9.486	16.132	1.477	0.659	0.312	1.029
2013	05	02	08	9.293	16.132	1.442	0.647	0.315	1.006
2013	05	02	09	9.386	15.555	1.394	0.635	0.319	0.994
2013	05	02	10	9.166	15.555	1.345	0.629	0.315	0.976
2013	05	02	11	9.031	15.555	1.301	0.652	0.306	0.965
2013	05	02	12	8.904	15.555	1.362	0.688	0.298	0.947
2013	05	02	13	8.733	14.991	1.35	0.682	0.296	0.933
2013	05	02	14	8.649	14.991	1.31	0.671	0.301	0.902
2013	05	02	15	8.649	14.854	1.271	0.66	0.293	0.901
2013	05	02	16	8.427	14.441	1.236	0.649	0.286	0.888
2013	05	02	17	8.254	14.441	1.201	0.638	0.28	0.851
2013	05	02	18	8.4	14.172	1.228	0.627	0.274	0.857
2013	05	02	19	8.162	13.904	1.207	0.616	0.264	0.851
2013	05	02	20	7.963	13.904	1.268	0.605	0.268	0.829
2013	05	02	21	8.054	13.904	1.248	0.595	0.272	0.817
2013	05	02	22	7.837	13.51	1.223	0.584	0.268	0.831
2013	05	02	23	7.623	13.379	1.199	0.573	0.264	0.805
2013	05	03	00	7.699	13.379	1.174	0.562	0.259	0.8
2013	05	03	01	7.73	13.123	1.15	0.552	0.256	0.785
2013	05	03	02	7.518	12.868	1.126	0.588	0.252	0.786
2013	05	03	03	7.317	12.868	1.102	0.611	0.248	0.77
2013	05	03	04	7.349	12.868	1.11	0.601	0.245	0.756
2013	05	03	05	7.46	12.743	1.123	0.592	0.252	0.751
2013	05	03	06	7.324	12.369	1.125	0.582	0.252	0.742
2013	05	03	07	7.148	12.369	1.151	0.573	0.254	0.727
2013	05	03	08	6.888	12.369	1.097	0.563	0.25	0.724
2013	05	03	09	6.578	12.369	1.139	0.554	0.246	0.704
2013	05	03	10	6.451	12.369	1.165	0.545	0.241	0.693
2013	05	03	11	6.504	12.005	1.139	0.541	0.237	0.669
2013	05	03	12	6.346	11.883	1.113	0.537	0.232	0.636
2013	05	03	13	6.194	11.883	1.087	0.534	0.234	0.602
2013	05	03	14	6.055	11.764	1.073	0.53	0.24	0.591
2013	05	03	15	6.186	11.409	1.065	0.526	0.234	0.565
2013	05	03	16	6.165	11.409	1.058	0.522	0.227	0.56
2013	05	03	17	6.01	11.409	1.05	0.519	0.22	0.544
2013	05	03	18	5.862	11.409	1.042	0.515	0.224	0.537
2013	05	03	19	5.774	11.178	1.034	0.512	0.227	0.537
2013	05	03	20	5.844	10.948	1.026	0.508	0.224	0.535
2013	05	03	21	5.924	10.948	1.018	0.504	0.222	0.534
2013	05	03	22	5.848	10.948	1.01	0.5	0.22	0.535
2013	05	03	23	5.731	10.723	1.002	0.497	0.218	0.531
2013	05	04	00	5.612	10.498	0.994	0.493	0.215	0.535
2013	05	04	01	5.491	10.498	0.986	0.489	0.213	0.526
2013	05	04	02	5.472	10.498	0.976	0.486	0.211	0.53
2013	05	04	03	5.555	10.498	0.965	0.482	0.209	0.526
2013	05	04	04	5.622	10.498	0.955	0.478	0.207	0.523
2013	05	04	05	5.619	10.498	0.944	0.474	0.205	0.523
2013	05	04	06	5.545	10.498	0.933	0.469	0.203	0.522
2013	05	04	07	5.47	10.498	0.923	0.463	0.203	0.513
2013	05	04	08	5.396	10.498	0.912	0.457	0.208	0.508
2013	05	04	09	5.327	10.17	0.901	0.452	0.208	0.499
2013	05	04	10	5.259	10.061	0.932	0.446	0.208	0.502
2013	05	04	11	5.191	10.061	0.932	0.44	0.212	0.497
2013	05	04	12	5.16	10.061	0.941	0.434	0.208	0.476
2013	05	04	13	5.333	10.061	0.944	0.428	0.203	0.467
2013	05	04	14	5.313	10.061	0.939	0.423	0.198	0.463
2013	05	04	15	5.257	10.061	0.935	0.417	0.192	0.455
2013	05	04	16	5.2	9.848	0.936	0.412	0.191	0.453
2013	05	04	17	5.144	9.636	1.216	0.445	0.196	0.464
2013	05	04	18	5.116	9.636	2.879	0.439	0.19	0.553
2013	05	04	19	5.149	9.636	1.68	0.507	0.198	0.517
2013	05	04	20	5.183	9.636	1.304	0.521	0.25	0.491
2013	05	04	21	5.218	9.955	1.153	0.477	0.337	0.473
2013	05	04	22	5.252	11.531	1.115	0.468	0.297	0.464
2013	05	04	23	5.287	10.61	1.043	0.462	0.256	0.455
2013	05	05	00	5.321	10.17	1.021	0.455	0.245	0.443
2013	05	05	01	5.356	9.955	1.035	0.449	0.235	0.441
2013	05	05	02	5.367	9.636	1.03	0.442	0.225	0.435
2013	05	05	03	5.293	9.636	1.016	0.436	0.222	0.427
2013	05	05	04	5.21	9.636	1.043	0.43	0.224	0.423
2013	05	05	05	5.153	9.636	1.109	0.424	0.216	0.419
2013	05	05	06	5.245	9.636	1.131	0.417	0.21	0.417
2013	05	05	07	5.257	9.636	1.094	0.411	0.204	0.421
2013	05	05	08	5.291	9.636	1.112	0.405	0.208	0.413
2013	05	05	09	5.27	9.636	1.131	0.398	0.209	0.415
2013	05	05	10	5.149	9.636	1.15	0.392	0.197	0.399
2013	05	05	11	5.027	9.636	1.168	0.386	0.193	0.393
2013	05	05	12	4.904	9.636	1.172	0.379	0.196	0.387
2013	05	05	13	4.943	9.636	1.163	0.373	0.196	0.375
2013	05	05	14	5.05	9.636	1.154	0.366	0.19	0.364
2013	05	05	15	5.013	9.636	1.146	0.36	0.184	0.361
2013	05	05	16	4.937	9.325	1.137	0.354	0.179	0.351
2013	05	05	17	4.862	9.222	1.128	0.366	0.181	0.346
2013	05	05	18	4.849	9.222	1.119	0.406	0.183	0.351
2013	05	05	19	4.891	9.222	1.11	0.401	0.178	0.344
2013	05	05	20	4.933	8.82	1.101	0.397	0.173	0.345
2013	05	05	21	4.974	8.82	1.093	0.392	0.168	0.345
2013	05	05	22	5.016	8.82	1.084	0.388	0.166	0.343
2013	05	05	23	5.057	8.82	1.072	0.383	0.169	0.344
2013	05	06	00	5.09	8.82	1.056	0.379	0.168	0.347
2013	05	06	01	5.025	8.82	1.04	0.375	0.17	0.345
2013	05	06	02	4.936	8.82	1.024	0.37	0.168	0.342
2013	05	06	03	4.896	8.82	1.008	0.366	0.169	0.344
2013	05	06	04	4.997	8.82	0.992	0.361	0.169	0.338
2013	05	06	05	5.036	8.82	1.056	0.357	0.169	0.348
2013	05	06	06	4.951	8.82	1.055	0.352	0.17	0.343
2013	05	06	07	4.866	8.82	1.033	0.348	0.168	0.339
2013	05	06	08	4.783	8.82	1.01	0.344	0.17	0.328
2013	05	06	09	4.701	8.82	0.987	0.34	0.168	0.324
2013	05	06	10	4.62	8.82	0.966	0.335	0.17	0.319
2013	05	06	11	4.731	8.82	0.945	0.331	0.172	0.309
2013	05	06	12	4.778	8.82	0.923	0.327	0.17	0.303
2013	05	06	13	4.735	8.82	0.904	0.323	0.166	0.298
2013	05	06	14	4.691	8.82	0.941	0.319	0.162	0.287
2013	05	06	15	4.648	8.82	0.937	0.314	0.158	0.285
2013	05	06	16	4.604	8.527	0.963	0.31	0.154	0.276
2013	05	06	17	4.567	8.429	0.974	0.306	0.155	0.274
2013	05	06	18	4.593	8.429	0.962	0.302	0.161	0.274
2013	05	06	19	4.637	8.429	0.95	0.298	0.158	0.27
2013	05	06	20	4.68	8.334	0.938	0.294	0.155	0.272
2013	05	06	21	4.724	8.049	0.927	0.299	0.152	0.28
2013	05	06	22	4.767	8.049	0.916	0.314	0.151	0.276
2013	05	06	23	4.799	8.049	0.904	0.318	0.152	0.27
2013	05	07	00	4.598	8.049	0.893	0.315	0.154	0.271
2013	05	07	01	4.691	8.049	0.882	0.298	0.156	0.282
2013	05	07	02	4.784	8.049	0.871	0.31	0.157	0.286
2013	05	07	03	4.778	8.049	0.86	0.322	0.159	0.291
2013	05	07	04	4.687	8.049	0.849	0.334	0.161	0.287
2013	05	07	05	4.597	8.334	0.838	0.344	0.162	0.291
2013	05	07	06	4.691	8.429	0.827	0.336	0.16	0.287
2013	05	07	07	4.712	8.429	0.816	0.324	0.156	0.289
2013	05	07	08	4.693	8.429	0.833	0.312	0.152	0.277
2013	05	07	09	4.752	8.429	0.859	0.3	0.161	0.281
2013	05	07	10	4.631	8.429	0.836	0.307	0.158	0.278
2013	05	07	11	4.517	8.429	0.863	0.318	0.154	0.27
2013	05	07	12	4.414	8.429	0.886	0.315	0.151	0.26
2013	05	07	13	4.348	8.049	0.873	0.318	0.148	0.26
2013	05	07	14	4.51	8.049	0.86	0.346	0.144	0.257
2013	05	07	15	4.41	8.049	0.847	0.343	0.141	0.251
2013	05	07	16	4.318	8.049	0.834	0.34	0.145	0.245
2013	05	07	17	4.368	8.049	0.821	0.338	0.15	0.242
2013	05	07	18	4.468	8.049	0.808	0.335	0.149	0.242
2013	05	07	19	4.411	7.865	0.796	0.333	0.148	0.242
2013	05	07	20	4.417	7.681	0.783	0.33	0.147	0.244
2013	05	07	21	4.54	7.681	0.77	0.328	0.146	0.241
2013	05	07	22	4.661	7.681	0.758	0.325	0.145	0.249
2013	05	07	23	4.758	7.681	0.744	0.323	0.144	0.249
2013	05	08	00	4.637	7.681	0.732	0.32	0.143	0.25
2013	05	08	01	4.702	7.681	0.732	0.318	0.142	0.252
2013	05	08	02	4.796	7.773	0.761	0.315	0.142	0.257
2013	05	08	03	4.706	8.049	0.791	0.312	0.141	0.25
2013	05	08	04	4.614	8.049	0.793	0.31	0.14	0.257
2013	05	08	05	4.766	8.049	0.764	0.307	0.139	0.254
2013	05	08	06	4.735	8.049	0.735	0.305	0.138	0.256
2013	05	08	07	4.654	8.049	0.768	0.302	0.137	0.248
2013	05	08	08	4.572	8.049	0.776	0.3	0.136	0.248
2013	05	08	09	4.49	8.049	0.77	0.297	0.135	0.25
2013	05	08	10	4.409	8.049	0.761	0.294	0.134	0.238
2013	05	08	11	4.327	8.049	0.737	0.292	0.134	0.241
2013	05	08	12	4.469	8.049	0.781	0.29	0.133	0.236
2013	05	08	13	4.448	8.049	0.787	0.287	0.132	0.231
2013	05	08	14	4.33	8.049	0.794	0.285	0.131	0.225
2013	05	08	15	4.373	7.681	0.782	0.282	0.13	0.219
2013	05	08	16	4.491	7.681	0.769	0.28	0.129	0.229
2013	05	08	17	4.406	7.681	0.756	0.278	0.138	0.24
2013	05	08	18	4.594	7.592	0.744	0.275	0.138	0.234
2013	05	08	19	4.738	7.681	0.732	0.273	0.138	0.23
2013	05	08	20	4.881	7.681	0.719	0.271	0.137	0.228
2013	05	08	21	5.026	7.681	0.706	0.268	0.136	0.227
2013	05	08	22	5.154	7.413	0.694	0.266	0.135	0.229
2013	05	08	23	5.263	7.681	0.681	0.264	0.135	0.231
2013	05	09	00	5.353	7.681	0.668	0.261	0.134	0.228
2013	05	09	01	5.238	7.681	0.656	0.259	0.133	0.226
2013	05	09	02	5.244	8.049	0.643	0.256	0.132	0.235
2013	05	09	03	5.237	8.049	0.683	0.254	0.132	0.23
2013	05	09	04	5.083	8.049	0.68	0.252	0.131	0.232
2013	05	09	05	5.002	8.144	0.682	0.25	0.13	0.226
2013	05	09	06	4.923	8.334	0.662	0.247	0.129	0.228
2013	05	09	07	4.842	8.334	0.707	0.245	0.129	0.227
2013	05	09	08	4.741	8.049	0.669	0.242	0.13	0.224
2013	05	09	09	4.633	8.049	0.671	0.24	0.131	0.232
2013	05	09	10	4.691	8.049	0.716	0.238	0.132	0.226
2013	05	09	11	4.759	8.049	0.703	0.244	0.132	0.224
2013	05	09	12	4.663	8.049	0.687	0.265	0.133	0.215
2013	05	09	13	4.58	8.049	0.671	0.258	0.134	0.211
2013	05	09	14	4.637	7.773	0.656	0.279	0.135	0.219
2013	05	09	15	4.73	7.681	0.641	0.267	0.136	0.226
2013	05	09	16	4.757	7.681	0.649	0.249	0.136	0.253
2013	05	09	17	4.663	7.681	0.665	0.239	0.137	0.255
2013	05	09	18	4.878	7.681	0.68	0.252	0.138	0.246
2013	05	09	19	5.072	7.681	0.696	0.266	0.139	0.246
2013	05	09	20	5.392	7.681	0.712	0.28	0.135	0.249
2013	05	09	21	5.879	7.681	0.754	0.308	0.141	0.292
2013	05	09	22	6.298	7.773	0.961	0.351	0.152	0.436
2013	05	09	23	6.41	8.049	0.957	0.379	0.165	0.518
2013	05	10	00	6.572	8.239	0.846	0.405	0.178	0.428
2013	05	10	01	6.706	8.722	0.786	0.43	0.183	0.371
2013	05	10	02	6.818	9.328	0.747	0.455	0.176	0.323
2013	05	10	03	6.848	9.955	0.702	0.493	0.172	0.296
2013	05	10	04	6.706	10.061	0.672	0.523	0.168	0.291
2013	05	10	05	6.749	9.848	0.714	0.469	0.164	0.292
2013	05	10	06	6.621	9.955	0.701	0.433	0.157	0.29
2013	05	10	07	6.418	10.061	0.688	0.404	0.157	0.282
2013	05	10	08	6.439	10.061	0.676	0.388	0.154	0.282
2013	05	10	09	6.234	9.636	0.663	0.372	0.148	0.279
2013	05	10	10	6.091	9.636	0.65	0.355	0.144	0.268
2013	05	10	11	5.945	9.636	0.638	0.337	0.14	0.264
2013	05	10	12	5.793	9.222	0.626	0.316	0.133	0.26
2013	05	10	13	5.589	9.222	0.614	0.303	0.137	0.247
2013	05	10	14	5.598	8.82	0.603	0.338	0.134	0.241
2013	05	10	15	5.564	8.82	0.592	0.334	0.13	0.229
2013	05	10	16	5.455	8.82	0.58	0.325	0.126	0.227
2013	05	10	17	5.407	8.527	0.569	0.316	0.122	0.221
2013	05	10	18	5.459	8.429	0.588	0.307	0.122	0.213
2013	05	10	19	5.513	8.239	0.633	0.298	0.128	0.215
2013	05	10	20	5.566	8.049	0.628	0.288	0.127	0.21
2013	05	10	21	5.619	8.049	0.622	0.28	0.126	0.213
2013	05	10	22	5.673	8.049	0.616	0.272	0.125	0.216
2013	05	10	23	5.658	8.049	0.609	0.263	0.124	0.214
2013	05	11	00	5.584	8.049	0.603	0.255	0.123	0.217
2013	05	11	01	5.511	8.049	0.597	0.247	0.122	0.211
2013	05	11	02	5.438	8.049	0.591	0.239	0.121	0.206
2013	05	11	03	5.36	8.049	0.585	0.264	0.12	0.211
2013	05	11	04	5.274	8.049	0.578	0.266	0.119	0.208
2013	05	11	05	5.187	8.049	0.572	0.261	0.118	0.206
2013	05	11	06	5.094	8.049	0.566	0.259	0.118	0.206
2013	05	11	07	4.965	8.049	0.561	0.264	0.117	0.2
2013	05	11	08	4.941	8.049	0.558	0.262	0.117	0.201
2013	05	11	09	4.928	8.049	0.556	0.287	0.116	0.201
2013	05	11	10	4.709	8.049	0.553	0.283	0.116	0.197
2013	05	11	11	4.723	8.049	0.55	0.28	0.116	0.187
2013	05	11	12	4.63	7.773	0.548	0.276	0.115	0.179
2013	05	11	13	4.469	7.681	0.546	0.273	0.115	0.178
2013	05	11	14	4.375	7.681	0.543	0.269	0.114	0.171
2013	05	11	15	4.514	7.502	0.54	0.266	0.114	0.16
2013	05	11	16	4.438	7.324	0.538	0.262	0.113	0.157
2013	05	11	17	4.362	7.324	0.536	0.259	0.113	0.155
2013	05	11	18	4.308	7.324	0.533	0.255	0.113	0.153
2013	05	11	19	4.367	7.064	0.53	0.252	0.112	0.153
2013	05	11	20	4.441	6.977	0.528	0.248	0.112	0.154
2013	05	11	21	4.515	6.977	0.526	0.245	0.111	0.157
2013	05	11	22	4.422	6.977	0.523	0.241	0.111	0.159
2013	05	11	23	4.377	6.809	0.52	0.238	0.111	0.161
2013	05	12	00	4.478	6.641	0.518	0.234	0.11	0.16
2013	05	12	01	4.464	6.725	0.516	0.231	0.11	0.163
2013	05	12	02	4.4	6.977	0.513	0.228	0.109	0.165
2013	05	12	03	4.491	6.977	0.51	0.225	0.109	0.161
2013	05	12	04	4.399	6.977	0.508	0.222	0.109	0.158
2013	05	12	05	4.308	6.977	0.505	0.219	0.108	0.16
2013	05	12	06	4.218	6.977	0.503	0.216	0.107	0.16
2013	05	12	07	4.129	6.977	0.5	0.212	0.107	0.159
2013	05	12	08	4.126	6.977	0.498	0.209	0.106	0.16
2013	05	12	09	4.165	6.977	0.495	0.206	0.105	0.156
2013	05	12	10	4.027	6.977	0.493	0.203	0.105	0.155
2013	05	12	11	3.957	6.977	0.49	0.2	0.104	0.151
2013	05	12	12	3.893	6.977	0.487	0.196	0.103	0.15
2013	05	12	13	3.829	6.641	0.483	0.193	0.102	0.138
2013	05	12	14	3.757	6.641	0.479	0.19	0.102	0.13
2013	05	12	15	3.653	6.641	0.475	0.188	0.101	0.127
2013	05	12	16	3.582	6.641	0.471	0.233	0.1	0.123
2013	05	12	17	3.659	6.56	0.466	0.232	0.1	0.12
2013	05	12	18	3.621	6.316	0.462	0.23	0.105	0.119
2013	05	12	19	3.665	6.316	0.458	0.228	0.107	0.121
2013	05	12	20	3.866	6.316	0.454	0.226	0.106	0.12
2013	05	12	21	3.909	6.08	0.45	0.224	0.105	0.121
2013	05	12	22	4.12	6.001	0.446	0.222	0.104	0.125
2013	05	12	23	4.1	6.001	0.442	0.22	0.102	0.126
2013	05	13	00	4.208	6.001	0.438	0.218	0.101	0.129
2013	05	13	01	4.262	6.001	0.434	0.216	0.1	0.133
2013	05	13	02	4.196	6.001	0.43	0.214	0.1	0.132
2013	05	13	03	4.128	6.316	0.426	0.212	0.101	0.132
2013	05	13	04	4.059	6.316	0.436	0.21	0.102	0.134
2013	05	13	05	3.956	6.56	0.448	0.208	0.103	0.128
2013	05	13	06	3.827	6.641	0.473	0.206	0.104	0.132
2013	05	13	07	3.927	6.641	0.438	0.204	0.105	0.131
2013	05	13	08	3.925	6.641	0.473	0.202	0.106	0.127
2013	05	13	09	3.901	6.641	0.444	0.2	0.108	0.133
2013	05	13	10	3.771	6.641	0.458	0.198	0.104	0.123
2013	05	13	11	3.704	6.56	0.463	0.196	0.104	0.122
2013	05	13	12	3.643	6.316	0.448	0.194	0.106	0.115
2013	05	13	13	3.582	6.237	0.48	0.192	0.106	0.11
2013	05	13	14	3.515	6.316	0.483	0.19	0.103	0.105
2013	05	13	15	3.415	6.08	0.478	0.188	0.101	0.1
2013	05	13	16	3.328	6.001	0.472	0.186	0.099	0.098
2013	05	13	17	3.371	6.001	0.467	0.188	0.098	0.096
2013	05	13	18	3.413	6.001	0.461	0.19	0.096	0.094
2013	05	13	19	3.543	5.697	0.456	0.192	0.095	0.093
2013	05	13	20	3.644	5.697	0.451	0.194	0.094	0.097
2013	05	13	21	3.748	5.697	0.445	0.196	0.093	0.101
2013	05	13	22	3.9	5.697	0.44	0.198	0.092	0.101
2013	05	13	23	3.947	5.623	0.435	0.2	0.091	0.106
