Specification of which SVCs are contained in each TC
TC-ID[-]	SVC-ID[-]	fraction[-]
119	106912	0.079
119	106910	0.044
119	1106918	0.021
120	106918	0.534
120	106916	0.158
120	106903	0.138
120	106912	0.07
120	1106918	0.045
120	106910	0.028
120	1106910	0.019
120	106917	0.008
121	106916	0.686
121	106917	0.238
121	116516	0.076
122	106916	0.579
122	106918	0.262
122	106917	0.108
122	116516	0.046
122	116518	0.006
123	106916	0.607
123	106918	0.393
124	106916	0.572
124	106918	0.393
124	106912	0.027
124	109918	0.008
125	106916	0.355
125	106918	0.247
125	106912	0.165
125	109918	0.103
125	106903	0.088
125	109916	0.042
126	106918	0.486
126	1106918	0.348
126	1106903	0.083
126	106916	0.083
127	106918	0.834
127	106916	0.086
127	106903	0.025
127	1106918	0.023
127	116518	0.02
127	1106903	0.006
127	1106916	0.006
128	106918	0.815
128	106903	0.109
128	106916	0.045
128	116512	0.019
128	116518	0.012
129	106918	0.724
129	106903	0.177
129	106916	0.077
129	116512	0.012
129	106912	0.01
130	106918	0.641
130	106903	0.237
130	106916	0.087
130	106910	0.022
130	106912	0.013
131	106916	0.72
131	1106916	0.095
131	106918	0.086
131	1106918	0.034
131	1106903	0.029
131	1116516	0.018
131	106903	0.012
131	116516	0.006
132	106916	0.857
132	106918	0.084
132	1106916	0.047
132	106903	0.012
133	106916	0.832
133	106918	0.168
134	106916	0.873
134	106918	0.127
135	106916	0.824
135	106918	0.176
136	106916	0.42
136	1106918	0.189
136	106918	0.145
136	1106916	0.081
136	1106903	0.043
137	106916	0.602
137	1106916	0.222
137	1106918	0.086
137	106918	0.041
138	106916	0.733
138	1106916	0.116
138	106918	0.108
138	1106918	0.044
139	106916	0.772
139	106918	0.213
139	1106916	0.015
140	106916	0.785
140	106918	0.204
140	1106916	0.012
141	106918	0.614
141	106916	0.386
142	106918	0.742
142	106916	0.218
142	106903	0.022
142	106917	0.019
143	106918	0.913
143	106916	0.037
143	106903	0.019
143	1106918	0.016
143	106917	0.016
144	106918	0.821
144	1106918	0.133
144	1106910	0.024
144	106910	0.022
146	106916	0.932
146	106903	0.048
146	106918	0.02
147	106916	0.755
147	106918	0.245
148	106916	1
149	106916	1
150	106916	1
151	106916	0.448
151	106918	0.16
151	1106903	0.107
151	109916	0.054
151	1116503	0.051
151	1106918	0.041
151	116516	0.038
151	1106916	0.033
151	109918	0.025
151	116503	0.017
151	5050	0.017
151	1109916	0.011
152	106916	0.672
152	1106916	0.093
152	1109916	0.068
152	116518	0.042
152	1116503	0.041
152	106918	0.033
152	109916	0.019
152	1116518	0.018
152	1109918	0.013
153	106916	0.759
153	109916	0.098
153	116518	0.045
153	1116518	0.041
153	1106916	0.039
153	1116503	0.012
153	106918	0.006
154	106916	0.873
154	106918	0.035
154	116516	0.018
154	1106918	0.016
154	1116518	0.015
154	106912	0.013
154	109916	0.01
154	116512	0.008
154	116518	0.006
154	106917	0.006
155	106916	0.72
155	106918	0.193
155	116512	0.058
155	116516	0.019
155	106912	0.01
156	106916	0.556
156	106918	0.341
156	1106903	0.088
156	1106918	0.014
157	106916	0.747
157	106918	0.191
157	1106916	0.045
157	1106903	0.016
158	106916	0.925
158	1106916	0.056
158	106918	0.019
159	106916	0.981
159	106918	0.019
160	106916	0.808
160	106918	0.123
160	106910	0.043
160	106903	0.025
161	127021	0.229
161	127016	0.179
161	1106903	0.116
161	1106916	0.083
161	129121	0.066
161	120316	0.063
161	106916	0.054
161	1116516	0.047
161	120303	0.044
161	116512	0.043
161	129118	0.041
161	120321	0.036
162	127016	0.304
162	120316	0.115
162	120303	0.112
162	1106903	0.107
162	1106916	0.1
162	127021	0.1
162	1116516	0.043
162	129121	0.04
162	1116512	0.033
162	106916	0.032
162	116512	0.014
163	120316	0.246
163	1106916	0.235
163	120303	0.2
163	127016	0.154
163	1106903	0.054
163	1116512	0.033
163	127021	0.02
163	116512	0.014
163	106916	0.011
163	120321	0.01
164	120316	0.586
164	1106916	0.258
164	106916	0.044
164	1106903	0.039
164	116512	0.019
164	116516	0.018
164	120303	0.017
164	1116512	0.012
164	1116516	0.008
165	120316	0.561
165	1106916	0.248
165	106916	0.092
165	116516	0.045
165	120303	0.039
165	1106903	0.016
166	106917	0.433
166	116503	0.169
166	1106917	0.113
166	106903	0.056
166	1106918	0.051
166	1116503	0.041
166	106918	0.037
167	106918	0.254
167	106917	0.252
167	1106917	0.205
167	116503	0.152
167	1106918	0.089
167	106903	0.049
168	106918	0.31
168	106917	0.296
168	116503	0.2
168	1106917	0.194
169	106917	0.5
169	106918	0.252
169	116503	0.2
169	1106917	0.049
170	106917	0.604
170	106918	0.121
170	106903	0.118
170	106912	0.075
170	116503	0.057
170	1106903	0.016
170	1106918	0.009
171	106917	0.273
171	106903	0.267
171	1106913	0.221
171	1106910	0.077
171	106913	0.067
171	1106903	0.043
171	1106912	0.027
171	1106917	0.015
171	1106918	0.011
172	106903	0.357
172	106917	0.244
172	106913	0.143
172	1106903	0.104
172	1106913	0.062
172	1106910	0.054
172	106918	0.036
173	106903	0.34
173	106917	0.244
173	106918	0.173
173	1106903	0.101
173	106913	0.089
173	1106910	0.04
173	1106913	0.007
173	1106918	0.007
174	106918	0.515
174	106917	0.259
174	106903	0.083
174	1106918	0.079
174	1106903	0.064
175	106918	0.525
175	106917	0.198
175	1106918	0.103
175	1106903	0.08
175	106912	0.065
175	106903	0.03
176	106916	0.21
176	106918	0.2
176	106912	0.155
176	1106918	0.127
176	1106912	0.104
176	1106903	0.077
176	1106916	0.044
176	1106913	0.032
176	1106910	0.011
177	106916	0.449
177	106918	0.108
177	106912	0.095
177	1106916	0.08
177	1106918	0.051
177	1106903	0.049
177	106917	0.014
177	1106910	0.013
177	1106913	0.011
177	116516	0.009
177	116512	0.006
178	106916	0.801
178	106918	0.047
178	1106916	0.042
178	106917	0.033
178	106912	0.032
178	116516	0.018
178	1106903	0.011
178	109916	0.008
178	116512	0.007
179	106916	0.799
179	106918	0.06
179	109916	0.059
179	116516	0.032
179	1106916	0.019
179	106917	0.016
179	106912	0.015
180	106916	0.759
180	106918	0.088
180	109916	0.064
180	116516	0.037
180	106917	0.023
180	106912	0.016
180	1106916	0.013
181	106918	0.447
181	106916	0.156
181	116503	0.124
181	1106918	0.077
181	106912	0.076
181	1116503	0.053
181	116518	0.048
181	1116518	0.02
182	106918	0.452
182	116518	0.121
182	106916	0.108
182	116503	0.099
182	106912	0.087
182	1106918	0.074
182	1116503	0.034
182	1116518	0.025
183	106918	0.445
183	116503	0.117
183	1106918	0.097
183	106912	0.093
183	106903	0.083
183	106916	0.073
183	116518	0.051
183	1116503	0.021
183	1116518	0.019
184	106918	0.659
184	106903	0.117
184	116503	0.061
184	1106918	0.053
184	106912	0.039
184	106916	0.025
184	116518	0.025
184	1116503	0.016
184	1106903	0.006
185	106918	0.883
185	106917	0.056
185	116518	0.02
185	106912	0.015
185	1116503	0.012
185	116503	0.007
185	106916	0.007
186	106918	0.73
186	106916	0.075
186	1106918	0.037
186	116512	0.03
186	109916	0.026
186	1106913	0.024
186	116518	0.02
186	1106903	0.017
186	106910	0.014
186	109918	0.01
186	106903	0.01
186	106913	0.007
187	106918	0.862
187	106916	0.078
187	106903	0.047
187	106910	0.013
188	106918	0.813
188	106916	0.139
188	106903	0.049
189	106918	0.804
189	106916	0.165
189	106903	0.021
189	106917	0.01
190	106918	0.753
190	106916	0.235
190	106917	0.012
191	106918	0.379
191	1106918	0.252
191	106916	0.232
191	1106912	0.094
191	106912	0.043
192	106916	0.826
192	106918	0.106
192	1106918	0.068
193	106916	0.929
193	106918	0.071
194	106916	0.779
194	106918	0.221
195	106916	0.779
195	106918	0.221
196	90018	0.45
196	90012	0.103
196	90010	0.102
196	1090018	0.089
196	1090012	0.058
196	90016	0.046
196	1090010	0.041
196	109918	0.037
196	5050	0.021
196	106918	0.018
196	106912	0.011
196	1106912	0.011
196	1090016	0.007
196	1090013	0.006
197	90018	0.679
197	90012	0.096
197	1090018	0.048
197	5050	0.031
197	109918	0.03
197	1090012	0.029
197	90016	0.026
197	90010	0.025
197	1090010	0.019
197	106918	0.012
197	106916	0.006
198	90018	0.786
198	90012	0.069
198	5050	0.044
198	1090018	0.033
198	90016	0.032
198	1090012	0.011
198	106916	0.007
198	90010	0.007
198	1090010	0.005
198	109918	0.005
199	90018	0.85
199	90016	0.042
199	1090018	0.038
199	5050	0.034
199	90012	0.031
199	106916	0.006
200	90018	0.766
200	90016	0.092
200	90017	0.047
200	90010	0.042
200	1090018	0.026
200	90013	0.014
200	1109918	0.006
200	5050	0.006
201	90018	0.713
201	90016	0.13
201	90013	0.063
201	102118	0.04
201	1090016	0.028
201	1090018	0.015
201	106918	0.01
202	90018	0.919
202	1090018	0.032
202	90013	0.026
202	90016	0.023
203	90018	0.913
203	90016	0.072
203	1090018	0.015
204	90018	0.742
204	90016	0.153
204	90010	0.098
204	90017	0.007
205	90018	0.707
205	90016	0.159
205	90013	0.071
205	90010	0.051
206	90016	0.423
206	90018	0.155
206	90012	0.12
206	90017	0.095
206	1090016	0.066
206	1090010	0.06
206	90010	0.04
206	102118	0.032
206	1090012	0.008
207	90016	0.547
207	90018	0.139
207	1090016	0.099
207	90012	0.059
207	90017	0.058
207	90010	0.048
207	1090010	0.037
207	102118	0.013
208	90016	0.614
208	1090016	0.135
208	90018	0.095
208	90010	0.078
208	90012	0.047
208	90017	0.03
209	90016	0.716
209	1090016	0.097
209	90018	0.091
209	90010	0.036
209	90012	0.015
210	90016	0.598
210	90018	0.133
210	90010	0.114
210	1090016	0.044
210	90012	0.014
210	5050	0.005
211	90010	0.347
211	1090012	0.207
211	1090010	0.144
211	1090018	0.139
211	90018	0.086
211	90013	0.053
211	1090013	0.024
212	90018	0.556
212	1090012	0.175
212	90010	0.162
212	90013	0.084
212	1090018	0.023
213	90018	0.66
213	90013	0.204
213	1090012	0.113
213	90012	0.023
214	90018	0.654
214	90013	0.244
214	90012	0.092
214	1090012	0.01
215	90018	0.786
215	90013	0.161
215	90012	0.053
216	90017	0.713
216	90013	0.101
216	90016	0.073
216	90012	0.039
216	1090013	0.039
216	90018	0.018
216	1090018	0.009
216	1090017	0.007
217	90017	0.75
217	90013	0.133
217	90012	0.038
217	90016	0.034
217	1090013	0.02
217	1090018	0.011
217	90018	0.007
217	1090017	0.007
218	90017	0.733
218	90013	0.155
218	90016	0.059
218	90012	0.037
218	90018	0.016
219	90017	0.783
219	90013	0.165
219	90012	0.027
219	90010	0.014
219	90016	0.01
220	90017	0.712
220	90013	0.124
220	90010	0.074
220	90016	0.008
220	90012	0.007
221	90013	0.244
221	90012	0.154
221	90010	0.139
221	1090012	0.136
221	90017	0.129
221	90018	0.096
221	1090010	0.036
221	90016	0.028
221	1090018	0.027
221	1090013	0.012
222	90013	0.295
222	90012	0.199
222	90017	0.171
222	1090012	0.112
222	90018	0.089
222	90010	0.086
222	90016	0.027
222	1090010	0.011
222	1090018	0.01
223	90013	0.332
223	90012	0.221
223	90017	0.207
223	90018	0.088
223	1090012	0.084
223	90010	0.045
223	90016	0.024
224	90013	0.354
224	90012	0.263
224	90017	0.235
224	90018	0.063
224	1090012	0.038
224	90010	0.026
224	90016	0.021
225	90013	0.337
225	90012	0.284
225	90017	0.259
225	90016	0.055
225	90018	0.043
225	5050	0.023
226	90010	0.387
226	90017	0.316
226	90016	0.21
226	77210	0.047
226	77216	0.033
226	90013	0.006
227	90016	0.317
227	90017	0.273
227	90013	0.179
227	90010	0.129
227	1090016	0.047
227	77216	0.022
227	1090010	0.017
227	1077216	0.016
228	90016	0.592
228	90013	0.141
228	90017	0.096
228	90018	0.067
228	1090010	0.064
228	90010	0.041
229	90016	0.863
229	90010	0.089
229	1090016	0.013
229	90017	0.012
229	1090010	0.012
229	90013	0.01
230	90016	0.899
230	1090017	0.039
230	1090016	0.027
230	90010	0.018
230	90017	0.017
231	90010	0.554
231	1090010	0.166
231	90013	0.099
231	90016	0.056
231	90017	0.052
231	90018	0.052
231	1090012	0.022
232	90010	0.676
232	1090010	0.157
232	90017	0.066
232	90013	0.028
232	90012	0.028
232	90018	0.024
232	90016	0.015
232	5050	0.006
233	90010	0.633
233	90018	0.145
233	90017	0.124
233	1090010	0.072
233	90016	0.019
233	1090017	0.007
234	90010	0.359
234	90017	0.217
234	90018	0.192
234	1090010	0.106
234	90013	0.055
234	90016	0.023
234	1090016	0.014
234	77216	0.009
234	1090017	0.009
234	1090018	0.008
234	77210	0.007
235	90010	0.273
235	90017	0.235
235	90018	0.199
235	1090010	0.12
235	90013	0.063
235	1090017	0.027
235	1090016	0.021
235	90016	0.018
235	77216	0.016
235	108613	0.014
235	77210	0.014
236	90017	0.513
236	90013	0.134
236	90018	0.124
236	90012	0.076
236	90010	0.053
236	1090018	0.045
236	1090017	0.034
236	1090010	0.012
236	1090013	0.008
237	90017	0.497
237	90012	0.219
237	90013	0.165
237	90018	0.078
237	90010	0.022
237	1090017	0.012
237	1090018	0.007
238	90012	0.309
238	90017	0.307
238	90013	0.259
238	90010	0.057
238	90018	0.034
238	1090018	0.007
239	90017	0.375
239	90013	0.291
239	90012	0.158
239	90018	0.073
239	90010	0.055
239	108613	0.016
240	90017	0.425
240	90013	0.254
240	90018	0.094
240	108613	0.085
240	90010	0.079
240	90012	0.063
241	90017	0.366
241	90012	0.308
241	90018	0.072
241	90010	0.065
241	1090010	0.044
241	90013	0.039
241	1090009	0.039
241	1090017	0.034
241	1090012	0.022
241	90016	0.01
242	90017	0.518
242	90012	0.256
242	1090017	0.066
242	90010	0.06
242	1090009	0.054
242	1090013	0.022
242	90018	0.013
242	5050	0.006
242	1090010	0.005
243	90017	0.482
243	90012	0.123
243	90013	0.101
243	90010	0.088
243	90018	0.081
243	1090013	0.043
243	90016	0.027
243	5050	0.018
243	1090017	0.014
243	1090009	0.014
243	1090010	0.009
244	90017	0.315
244	90013	0.222
244	90018	0.178
244	90010	0.102
244	90016	0.071
244	90012	0.037
244	77213	0.035
244	1090017	0.024
244	5050	0.009
244	1090013	0.008
245	90017	0.264
245	90018	0.235
245	90013	0.161
245	90016	0.106
245	90010	0.1
245	77213	0.061
245	1090017	0.041
245	5050	0.016
245	90012	0.016
246	90017	0.433
246	90012	0.172
246	90010	0.07
246	1090012	0.068
246	90013	0.057
246	1090017	0.048
246	90018	0.045
246	1090013	0.036
246	1090018	0.031
246	1090010	0.022
246	5050	0.017
247	90017	0.487
247	90012	0.216
247	90013	0.106
247	1090012	0.056
247	90010	0.041
247	1090013	0.037
247	90018	0.02
247	1090018	0.012
247	1090010	0.01
247	5050	0.009
247	1090017	0.006
248	90017	0.391
248	90012	0.263
248	90013	0.144
248	90010	0.14
248	1090012	0.026
248	77210	0.014
248	1090010	0.013
248	1077210	0.01
249	90012	0.375
249	90017	0.227
249	90010	0.158
249	90013	0.138
249	77210	0.048
249	1090012	0.027
249	90016	0.021
249	1077210	0.005
250	90012	0.396
250	90010	0.188
250	90017	0.162
250	90013	0.123
250	77210	0.067
250	1090012	0.033
250	90016	0.032
251	90017	0.366
251	90013	0.232
251	90018	0.138
251	90016	0.06
251	1090010	0.029
251	90010	0.025
251	1090017	0.022
252	90017	0.457
252	90013	0.176
252	108613	0.061
252	90018	0.041
252	77217	0.021
252	90016	0.012
252	90012	0.005
253	90017	0.447
253	90013	0.132
253	108613	0.102
253	77217	0.027
253	90018	0.017
254	90017	0.352
254	90013	0.119
254	108613	0.081
254	90010	0.051
254	90018	0.039
254	108610	0.036
254	77217	0.025
254	1077217	0.006
255	90017	0.296
255	90010	0.121
255	90013	0.119
255	108610	0.114
255	90018	0.039
255	1077217	0.012
255	77217	0.006
256	90017	0.279
256	90013	0.187
256	90018	0.12
256	90010	0.095
256	90016	0.04
256	1090018	0.015
256	1090017	0.014
256	1090010	0.011
256	1090016	0.005
257	90013	0.317
257	90017	0.278
257	90018	0.057
257	90010	0.025
257	1090010	0.023
258	90017	0.318
258	90013	0.241
258	90018	0.061
258	90010	0.061
258	1090010	0.016
259	90017	0.268
259	90013	0.207
259	90016	0.082
259	90018	0.066
259	1090010	0.025
259	90010	0.011
259	5050	0.006
260	90017	0.213
260	90016	0.18
260	90013	0.179
260	90018	0.042
260	90010	0.026
261	90010	0.546
261	1090010	0.231
261	90012	0.058
261	90013	0.042
261	90018	0.032
261	90017	0.029
261	90016	0.021
261	1090012	0.016
261	5050	0.014
261	1090018	0.01
262	90010	0.581
262	1090010	0.232
262	90018	0.098
262	90017	0.075
262	90013	0.013
263	90010	0.577
263	1090010	0.197
263	90018	0.098
263	90017	0.095
263	90013	0.032
264	90010	0.549
264	1090010	0.19
264	90017	0.11
264	90018	0.088
264	90013	0.049
264	5050	0.014
265	90010	0.513
265	1090010	0.192
265	90017	0.111
265	90018	0.088
265	90013	0.07
265	5050	0.025
266	90012	0.26
266	90016	0.218
266	90017	0.156
266	90013	0.125
266	90010	0.082
266	90018	0.032
266	1090012	0.022
267	90017	0.31
267	90012	0.105
267	90018	0.105
267	90016	0.093
267	90013	0.092
267	90010	0.037
267	109918	0.009
268	90017	0.281
268	90010	0.223
268	90018	0.101
268	90016	0.084
268	109917	0.049
268	90013	0.036
268	1090010	0.035
268	1090017	0.017
268	109918	0.013
269	90017	0.278
269	90010	0.236
269	1090010	0.099
269	1090017	0.046
269	90018	0.017
269	1090018	0.007
270	90010	0.251
270	90017	0.244
270	1090010	0.076
270	1090018	0.035
270	109917	0.03
270	1090017	0.025
271	90016	0.508
271	90017	0.264
271	90010	0.129
271	1090010	0.062
271	90013	0.037
272	90016	0.657
272	90017	0.194
272	90013	0.1
272	90010	0.049
273	90016	0.797
273	90017	0.185
273	90013	0.018
274	90016	0.871
274	90017	0.129
275	90016	0.894
275	90017	0.106
276	90010	0.457
276	1090010	0.245
276	90016	0.117
276	1090013	0.074
276	90017	0.04
276	90013	0.026
276	5050	0.016
276	1090017	0.016
276	90018	0.009
277	90010	0.511
277	1090010	0.266
277	90016	0.076
277	1090013	0.054
277	90013	0.046
277	90017	0.025
277	90018	0.022
278	90010	0.546
278	1090010	0.256
278	90016	0.062
278	90013	0.061
278	1090013	0.035
278	90017	0.023
278	90018	0.017
279	90010	0.691
279	1090010	0.177
279	90013	0.034
279	90018	0.027
279	90016	0.021
279	90017	0.015
279	1090016	0.01
279	1090013	0.009
280	90010	0.8
280	1090010	0.08
280	90018	0.05
280	90017	0.021
280	90016	0.018
281	90016	0.382
281	90018	0.207
281	90010	0.139
281	90017	0.134
281	90012	0.047
281	1090010	0.043
281	1090016	0.022
281	1090012	0.015
281	1090018	0.012
282	90016	0.687
282	90018	0.09
282	1090016	0.062
282	90010	0.053
282	90017	0.05
282	90012	0.033
282	1090010	0.011
282	1090018	0.008
282	5050	0.007
283	90016	0.803
283	1090016	0.087
283	90010	0.043
283	90018	0.034
283	90012	0.01
283	90017	0.007
283	1090018	0.006
284	90016	0.783
284	1090016	0.096
284	90010	0.069
284	90018	0.041
284	1090018	0.01
286	90010	0.591
286	1090010	0.176
286	90018	0.083
286	90016	0.067
286	1090013	0.029
286	90012	0.02
286	1090012	0.015
286	1090018	0.014
286	5050	0.006
287	90010	0.728
287	1090010	0.169
287	90017	0.034
287	1090013	0.03
287	90018	0.027
287	90016	0.014
288	90010	0.824
288	1090010	0.079
288	90017	0.076
288	90018	0.011
288	5050	0.005
288	1090013	0.005
289	90010	0.866
289	90017	0.077
289	1090010	0.029
289	90013	0.016
289	5050	0.012
290	90010	0.876
290	90017	0.074
290	90013	0.025
290	5050	0.01
290	1090010	0.009
290	90016	0.005
291	90016	0.375
291	1090010	0.237
291	90010	0.164
291	90017	0.1
291	1090016	0.064
291	90013	0.059
293	90016	0.71
293	1090010	0.111
293	90010	0.081
293	1090016	0.074
293	90018	0.023
294	90016	0.724
294	90010	0.174
294	1090016	0.034
295	90016	0.611
295	90010	0.13
295	90018	0.009
296	90010	0.415
296	90013	0.363
296	1090010	0.222
297	1090010	0.495
297	90013	0.226
297	90016	0.165
297	90010	0.059
297	1090013	0.035
297	1090018	0.021
298	90010	0.604
298	90016	0.124
298	90018	0.063
298	90013	0.03
298	1090010	0.03
299	90010	0.568
299	90016	0.037
300	90010	0.72
301	90010	0.502
301	1090010	0.189
301	90013	0.155
301	90016	0.12
301	90017	0.035
302	90010	0.705
302	90013	0.128
302	90016	0.078
302	1090010	0.063
302	1090013	0.01
302	90017	0.008
302	5050	0.007
303	90010	0.871
303	90013	0.06
303	90016	0.041
303	90017	0.022
303	5050	0.005
304	90010	0.78
304	90016	0.1
304	90017	0.078
304	77210	0.028
304	90018	0.014
305	90010	0.414
305	90017	0.37
305	90016	0.091
305	77210	0.089
305	90018	0.036
306	90016	0.485
306	1090016	0.163
306	90010	0.158
306	1090010	0.08
306	90018	0.074
306	77216	0.041
307	90016	0.512
307	1090016	0.233
307	90010	0.153
307	90018	0.102
308	90016	0.504
308	1090016	0.317
308	90010	0.108
308	90018	0.071
309	90016	0.423
309	90010	0.158
309	1090016	0.143
309	90018	0.115
310	90016	0.349
310	90010	0.228
310	90018	0.194
310	1090016	0.057
310	1090010	0.049
311	77210	0.671
311	77217	0.089
311	1090010	0.056
311	90010	0.048
311	77213	0.038
311	1077210	0.037
311	76718	0.019
311	76710	0.013
311	90017	0.011
311	77221	0.01
311	77216	0.008
312	77210	0.675
312	77217	0.083
312	1077210	0.052
312	77213	0.051
312	90010	0.042
312	1090010	0.04
312	76710	0.024
312	76718	0.017
312	90017	0.012
312	77218	0.005
313	77210	0.65
313	77213	0.086
313	1090010	0.066
313	77217	0.065
313	1077210	0.033
313	77216	0.028
313	76710	0.016
313	77218	0.016
313	76716	0.014
313	76718	0.009
313	90010	0.006
313	76713	0.006
313	1090016	0.005
314	77210	0.555
314	77213	0.107
314	77217	0.097
314	77216	0.07
314	1090010	0.068
314	77218	0.036
314	76716	0.027
314	76718	0.012
314	76713	0.009
314	1090016	0.009
314	76710	0.008
315	77210	0.54
315	77213	0.109
315	77217	0.096
315	77216	0.072
315	1090010	0.068
315	77218	0.044
315	76716	0.029
315	76718	0.012
315	76713	0.011
315	76710	0.01
315	1090016	0.009
316	90016	0.296
316	77216	0.2
316	90017	0.187
316	90010	0.176
316	90018	0.06
316	1090010	0.058
316	1090016	0.022
317	90016	0.622
317	90017	0.172
317	1090016	0.086
317	77216	0.068
317	90010	0.053
318	90016	0.928
318	90017	0.026
318	1090016	0.019
318	1090010	0.014
318	90010	0.013
319	90016	0.87
319	1090016	0.089
319	1090010	0.023
319	90010	0.018
320	90016	0.775
320	1090016	0.185
320	90010	0.033
320	1090010	0.006
321	90018	0.736
321	109912	0.137
321	90016	0.056
321	1090018	0.042
321	109918	0.029
322	90018	0.755
322	109918	0.155
322	90016	0.073
322	90010	0.018
323	90018	0.84
323	90016	0.121
323	109918	0.025
323	1090018	0.015
324	90018	0.569
324	1090018	0.192
324	90016	0.184
324	90010	0.054
325	90018	0.431
325	1090018	0.335
325	90016	0.167
325	90010	0.067
326	90012	0.393
326	1090018	0.196
326	1090010	0.124
326	1090012	0.097
326	90018	0.094
326	90010	0.062
326	90016	0.034
327	90012	0.486
327	90018	0.426
327	1090018	0.081
327	1090012	0.006
328	90018	0.921
328	90012	0.079
329	90018	0.993
329	90016	0.007
330	90018	0.923
330	90016	0.077
331	90018	0.474
331	109918	0.172
331	90010	0.097
331	90012	0.076
331	1090018	0.061
331	90017	0.04
331	5050	0.023
331	1090010	0.017
331	77218	0.015
331	77210	0.012
331	90016	0.009
331	1077210	0.006
332	90018	0.706
332	109918	0.097
332	1090018	0.048
332	90016	0.046
332	90012	0.037
332	5050	0.026
332	90017	0.026
332	90010	0.013
333	90018	0.748
333	1090018	0.067
333	90010	0.05
333	109918	0.046
333	90016	0.033
333	90012	0.028
333	90017	0.021
333	1090012	0.006
334	90018	0.499
334	90010	0.222
334	90017	0.114
334	90016	0.083
334	1090018	0.027
334	1090010	0.024
334	77218	0.013
334	90012	0.012
334	1090012	0.006
335	90010	0.407
335	90018	0.263
335	90017	0.151
335	90016	0.078
335	77218	0.06
335	1090018	0.041
336	90018	0.666
336	1090018	0.095
336	90017	0.092
336	1090010	0.064
336	90016	0.059
336	90010	0.023
337	90018	0.891
337	90016	0.043
337	90017	0.035
337	90010	0.017
337	1090018	0.014
338	90018	0.792
338	90016	0.08
338	90017	0.066
338	90010	0.062
339	90018	0.748
339	90017	0.118
339	90010	0.088
339	90016	0.046
340	90018	0.736
340	90010	0.133
340	90017	0.11
340	90016	0.021
341	1090010	0.884
341	1090013	0.06
341	90010	0.056
342	1090013	1
343	1090013	1
344	1090013	0.538
344	90013	0.462
345	90013	0.922
345	1090013	0.078
346	1077210	0.257
346	1090010	0.254
346	77210	0.172
346	90010	0.164
346	129118	0.118
346	129110	0.025
346	90016	0.011
347	1090010	0.337
347	77210	0.187
347	1077210	0.187
347	129110	0.102
347	77213	0.056
347	90010	0.055
347	129118	0.041
347	1090009	0.036
348	1090010	0.304
348	77210	0.236
348	77213	0.124
348	1077210	0.082
348	129118	0.08
348	129110	0.06
348	90010	0.055
348	1090009	0.044
348	1090013	0.015
349	77210	0.281
349	1090010	0.255
349	77213	0.208
349	129118	0.115
349	90010	0.063
349	1090013	0.027
349	1090009	0.023
349	129110	0.007
350	77210	0.27
350	1090010	0.245
350	77213	0.221
350	129118	0.076
350	90010	0.059
350	1090013	0.033
350	77217	0.029
350	129110	0.006
351	90010	0.557
351	1090012	0.15
351	109918	0.143
351	1109912	0.135
351	1090010	0.015
352	90010	0.622
352	109910	0.101
352	90017	0.084
352	1090010	0.058
352	90012	0.054
352	1090012	0.054
352	109918	0.027
353	90010	0.661
353	90017	0.197
353	1090018	0.11
353	1090010	0.025
353	109910	0.007
354	90010	0.654
354	90017	0.187
354	90018	0.068
354	1090010	0.066
354	1090018	0.016
354	5050	0.009
355	90010	0.638
355	90018	0.238
355	90017	0.125
356	77210	0.469
356	76710	0.243
356	129118	0.108
356	1090010	0.076
356	90010	0.036
356	77216	0.01
356	77213	0.007
357	77210	0.401
357	76710	0.296
357	1090010	0.111
357	129110	0.082
357	77216	0.036
357	129118	0.024
357	1077213	0.022
357	77213	0.021
357	129103	0.006
358	76710	0.332
358	77210	0.317
358	1090010	0.111
358	129110	0.104
358	77213	0.045
358	77216	0.031
358	1077213	0.022
358	1077210	0.016
358	90016	0.015
358	129103	0.007
359	77210	0.364
359	76710	0.321
359	129110	0.108
359	1090010	0.097
359	90016	0.036
359	77216	0.026
359	77213	0.02
359	76717	0.014
359	1090013	0.014
360	77210	0.36
360	76710	0.305
360	129110	0.09
360	1090010	0.081
360	90016	0.059
360	76717	0.03
360	1090013	0.026
360	129112	0.021
360	77216	0.02
360	77213	0.007
361	90010	0.303
361	90012	0.272
361	1109912	0.245
361	1090010	0.175
361	109912	0.005
362	90010	0.344
362	90012	0.212
362	1090010	0.196
362	109912	0.124
362	1109912	0.058
362	109910	0.055
363	90010	0.828
363	1090010	0.097
363	109910	0.031
363	1077210	0.027
363	77210	0.017
364	90010	0.91
364	77210	0.09
365	90010	0.837
365	1090010	0.13
365	77210	0.033
366	77210	0.59
366	77217	0.124
366	1090010	0.074
366	76710	0.034
366	90010	0.033
366	77216	0.033
366	77218	0.029
366	77213	0.025
366	129110	0.022
366	129118	0.01
366	1077210	0.007
367	77210	0.576
367	77217	0.092
367	76710	0.033
367	1090010	0.032
367	77216	0.03
367	90010	0.028
367	129110	0.026
367	77213	0.022
367	1077210	0.013
367	77218	0.008
367	90016	0.008
367	129118	0.008
368	77210	0.593
368	77213	0.036
368	77217	0.035
368	76710	0.034
368	1077210	0.031
368	129110	0.019
368	77216	0.015
368	129118	0.012
368	1090010	0.012
369	77210	0.59
369	77217	0.044
369	77213	0.033
369	76710	0.033
369	1077210	0.024
369	129110	0.009
